NPA,NXX,MBI Block,Company,OCN,Status,Rate Center,Date Assigned,Remarks
,,,,,,,,2018-10-26
250,200,0000-9999,,,Available,,N/A,
250,201,0000-9999,TELUS Mobility,8303,In Service,Campbell River,Grandfathered,
250,202,0000-9999,TELUS Mobility,8303,In Service,Campbell River,Grandfathered,
250,203,0000-9999,TELUS Mobility,8303,In Service,Campbell River,Grandfathered,
250,204,0000-9999,,,Available,,N/A,
250,205,0000-9999,,,Available,,N/A,
250,206,0000-9999,TELUS Mobility,8303,In Service,Port Alberni,Grandfathered,
250,207,0000-9999,TELUS Mobility,8303,In Service,Courtenay,Grandfathered,
250,208,0000-9999,TELUS Mobility,8303,In Service,Victoria,Grandfathered,
250,209,0000-9999,TELUS Mobility,8303,In Service,Port Alice,Grandfathered,
250,210,0000-9999,TELUS Mobility,8303,In Service,Chemainus,Grandfathered,
250,211,0000-9999,,,Not Available,,N/A,
250,212,0000-9999,TELUS Mobility,8303,In Service,Kelowna,Grandfathered,
250,213,0000-0999,,,Available,,N/A,
250,213,1000-1999,TELUS Mobility,8303,In Service,Victoria,Grandfathered,
250,213,2000-2999,TELUS Mobility,8303,In Service,Victoria,Grandfathered,
250,213,3000-3999,TELUS Mobility,8303,In Service,Victoria,Grandfathered,
250,213,4000-4999,,,Available,,N/A,
250,213,5000-5999,TELUS Mobility,8303,In Service,Victoria,Grandfathered,
250,213,6000-6999,TELUS Mobility,8303,In Service,Victoria,Grandfathered,
250,213,7000-7999,TELUS Mobility,8303,In Service,Victoria,Grandfathered,
250,213,8000-8999,TELUS Mobility,8303,In Service,Victoria,Grandfathered,
250,213,9000-9999,TELUS Mobility,8303,In Service,Victoria,Grandfathered,
250,214,0000-9999,TELUS Mobility,8303,In Service,South Kamloops,Grandfathered,
250,215,0000-9999,TELUS Mobility,8303,In Service,Kelowna,Grandfathered,
250,216,0000-9999,,,Available,,N/A,
250,217,0000-9999,,,Available,,N/A,
250,218,0000-9999,TELUS Mobility,8303,In Service,Courtenay,Grandfathered,
250,219,0000-9999,TELUS Mobility,8303,In Service,Dawson Creek,Grandfathered,
250,220,0000-0999,Bell Mobility,6574,In Service,Victoria,Grandfathered,
250,220,1000-1999,Bell Mobility,6574,In Service,Victoria,Grandfathered,
250,220,2000-2999,Bell Mobility,6574,In Service,Victoria,Grandfathered,
250,220,3000-3999,Bell Mobility,6574,In Service,Victoria,Grandfathered,
250,220,4000-4999,,,Available,,N/A,
250,220,5000-5999,,,Available,,N/A,
250,220,6000-6999,,,Available,,N/A,
250,220,7000-7999,,,Available,,N/A,
250,220,8000-8999,,,Available,,N/A,
250,220,9000-9999,Bell Mobility,6574,In Service,Victoria,Grandfathered,
250,221,0000-9999,TELUS Mobility,8303,In Service,Ganges,Grandfathered,
250,222,0000-9999,TELUS Mobility,8303,In Service,Gulf Islands,Grandfathered,
250,223,0000-9999,TELUS Mobility,8303,In Service,Hazelton,Dec  6 2006 ,
250,224,0000-9999,TELUS Mobility,8303,In Service,Fort St. John,Grandfathered,
250,225,0000-9999,Bell Mobility,6574,In Service,Kelowna,Nov 26 2012 ,
250,226,0000-9999,Bell Mobility,6574,In Service,South Kamloops,Sep  3 2015 ,
250,227,0000-9999,,,Available,,N/A,
250,228,0000-9999,TELUS Mobility,8303,In Service,Parksville,Grandfathered,
250,229,0000-9999,,,Available,,N/A,
250,230,0000-9999,TELUS Mobility,8303,In Service,Port Hardy,Grandfathered,
250,231,0000-9999,TELUS Mobility,8303,In Service,Trail,Grandfathered,
250,232,0000-9999,,,Available,,N/A,
250,233,0000-0999,Bell Mobility,6574,In Service,Fort Nelson,Grandfathered,
250,233,1000-1999,Bell Mobility,6574,In Service,Fort Nelson,Grandfathered,
250,233,2000-2999,Bell Mobility,6574,In Service,Fort Nelson,Grandfathered,
250,233,3000-3999,Bell Mobility,6574,In Service,Fort Nelson,Grandfathered,
250,233,4000-4999,,,Available,,N/A,
250,233,5000-5999,,,Available,,N/A,
250,233,6000-6999,,,Available,,N/A,
250,233,7000-7999,,,Available,,N/A,
250,233,8000-8999,,,Available,,N/A,
250,233,9000-9999,,,Available,,N/A,
250,234,0000-9999,,,Available,,N/A,
250,235,0000-9999,Bell Mobility,6574,In Service,Victoria,Dec 23 2017 ,
250,236,0000-9999,,,Not Available,,N/A,
250,237,0000-9999,TELUS Mobility,8303,In Service,Grand Forks,Dec  6 2006 ,
250,238,0000-9999,Bell Mobility,6574,In Service,North Kamloops,Dec 11 2014 ,
250,239,0000-9999,,,Available,,N/A,
250,240,0000-9999,,,Available,,N/A,
250,241,0000-9999,TELUS Mobility,8303,In Service,Vernon,Grandfathered,
250,242,0000-0999,Bell Mobility,6574,In Service,Tumbler Ridge,Grandfathered,
250,242,1000-1999,TELUS Mobility,8303,In Service,Tumbler Ridge,Grandfathered,
250,242,2000-2999,TELUS Mobility,8303,In Service,Tumbler Ridge,Aug 23 2007 ,
250,242,3000-3999,TELUS Mobility,8303,In Service,Tumbler Ridge,Aug 23 2007 ,
250,242,4000-4999,TELUS Mobility,8303,In Service,Tumbler Ridge,Aug 23 2007 ,
250,242,5000-5999,TELUS Mobility,8303,In Service,Tumbler Ridge,Aug 23 2007 ,
250,242,6000-6999,TELUS Mobility,8303,In Service,Tumbler Ridge,Aug 23 2007 ,
250,242,7000-7999,Bell Mobility,6574,In Service,Tumbler Ridge,Grandfathered,
250,242,8000-8999,TELUS Mobility,8303,In Service,Tumbler Ridge,Grandfathered,
250,242,9000-9999,Bell Mobility,6574,In Service,Tumbler Ridge,Grandfathered,
250,243,0000-9999,TELUS Mobility,8303,In Service,Fort St. James,Dec  6 2006 ,
250,244,0000-9999,Bell Mobility,6574,In Service,Nanaimo,Nov  9 2006 ,
250,245,0000-9999,Bell Mobility,6574,In Service,Kelowna,Oct  1 2009 ,
250,246,0000-0999,TELUS Mobility,8303,In Service,Chemainus,Grandfathered,
250,246,1000-1999,,,Available,,N/A,
250,246,2000-2999,,,Available,,N/A,
250,246,3000-3999,TELUS Mobility,8303,In Service,Chemainus,Mar  7 2007 ,
250,246,4000-4999,TELUS Mobility,8303,In Service,Chemainus,Mar  7 2007 ,
250,246,5000-5999,TELUS Mobility,8303,In Service,Chemainus,Grandfathered,
250,246,6000-6999,,,Available,,N/A,
250,246,7000-7999,TELUS Mobility,8303,In Service,Chemainus,Grandfathered,
250,246,8000-8999,,,Available,,N/A,
250,246,9000-9999,,,Available,,N/A,
250,247,0000-9999,,,Available,,N/A,
250,248,0000-0999,TELUS Mobility,8303,In Service,Parksville,Grandfathered,
250,248,1000-1999,,,Available,,N/A,
250,248,2000-2999,,,Available,,N/A,
250,248,3000-3999,,,Available,,N/A,
250,248,4000-4999,,,Available,,N/A,
250,248,5000-5999,,,Available,,N/A,
250,248,6000-6999,,,Available,,N/A,
250,248,7000-7999,TELUS Mobility,8303,In Service,Parksville,Grandfathered,
250,248,8000-8999,,,Available,,N/A,
250,248,9000-9999,,,Available,,N/A,
250,249,0000-9999,TELUS Mobility,8303,In Service,Houston,Dec  6 2006 ,
250,250,0000-9999,,,Not Available,,N/A,
250,251,0000-9999,TELUS Mobility,8303,In Service,Burns Lake,Grandfathered,
250,252,0000-9999,TELUS Mobility,8303,In Service,Duncan,Grandfathered,
250,253,0000-9999,TELUS Mobility,8303,In Service,Salmon Arm,Jan  3 2007 ,
250,254,0000-9999,TELUS Mobility,8303,In Service,Creston,Grandfathered,
250,255,0000-9999,TELUS Mobility,8303,In Service,Quesnel,Grandfathered,
250,256,0000-0999,,,Available,,N/A,
250,256,1000-1999,TELUS Mobility,8303,In Service,Lillooet,Grandfathered,
250,256,2000-2999,Bell Mobility,6574,In Service,Lillooet,Grandfathered,
250,256,3000-3999,TELUS Mobility,8303,In Service,Lillooet,Grandfathered,
250,256,4000-4999,,,Available,,N/A,
250,256,5000-5999,Bell Mobility,6574,In Service,Lillooet,Grandfathered,
250,256,6000-6999,Bell Mobility,6574,In Service,Lillooet,Grandfathered,
250,256,7000-7999,,,Available,,N/A,
250,256,8000-8999,Bell Mobility,6574,In Service,Lillooet,Grandfathered,
250,256,9000-9999,TELUS Mobility,8303,In Service,Lillooet,Grandfathered,
250,257,0000-9999,TELUS Mobility,8303,In Service,Tumbler Ridge,Jul 23 2007 ,
250,258,0000-9999,TELUS Mobility,8303,In Service,Kelowna,Grandfathered,
250,259,0000-9999,,,Available,,N/A,
250,260,0000-0999,TELUS Mobility,8303,In Service,Vernon,Grandfathered,
250,260,1000-1999,,,Available,,N/A,
250,260,2000-2999,,,Available,,N/A,
250,260,3000-3999,,,Available,,N/A,
250,260,4000-4999,,,Available,,N/A,
250,260,5000-5999,,,Available,,N/A,
250,260,6000-6999,,,Available,,N/A,
250,260,7000-7999,TELUS Mobility,8303,In Service,Vernon,Oct 22 2007 ,
250,260,8000-8999,,,Available,,N/A,
250,260,9000-9999,,,Available,,N/A,
250,261,0000-0999,Bell Mobility,6574,In Service,Fort St. John,Grandfathered,
250,261,1000-1999,TELUS Mobility,8303,In Service,Fort St. John,Grandfathered,
250,261,2000-2999,TELUS Mobility,8303,In Service,Fort St. John,Grandfathered,
250,261,3000-3999,TELUS Mobility,8303,In Service,Fort St. John,Grandfathered,
250,261,4000-4999,TELUS Mobility,8303,In Service,Fort St. John,Grandfathered,
250,261,5000-5999,TELUS Mobility,8303,In Service,Fort St. John,Grandfathered,
