NPA,NXX,MBI Block,Company,OCN,Status,Rate Center,Date Assigned,Remarks
,,,,,,,,2018-10-26
431,200,0000-9999,MTS Inc.,991B,In Service,Winnipeg,Oct 10 2014 ,
431,201,0000-9999,MTS Inc.,991B,In Service,Snow Lake,Oct 10 2014 ,
431,202,0000-9999,,,Not Available,,N/A,
431,203,0000-9999,,,Not Available,,N/A,
431,204,0000-9999,,,Not Available,,N/A,
431,205,0000-9999,,,Available,,N/A,
431,206,0000-9999,,,Not Available,,N/A,
431,207,0000-9999,,,Not Available,,N/A,
431,208,0000-9999,,,Not Available,,N/A,
431,209,0000-9999,,,Not Available,,N/A,
431,210,0000-9999,,,Available,,N/A,
431,211,0000-9999,,,Not Available,,N/A,
431,212,0000-9999,,,Not Available,,N/A,
431,213,0000-9999,,,Not Available,,N/A,
431,214,0000-9999,,,Not Available,,N/A,
431,215,0000-9999,,,Available,,N/A,
431,216,0000-9999,,,Available,,N/A,
431,217,0000-9999,,,Available,,N/A,
431,218,0000-9999,,,Available,,N/A,
431,219,0000-9999,,,Available,,N/A,
431,220,0000-9999,,,Available,,N/A,
431,221,0000-9999,,,Available,,N/A,
431,222,0000-9999,,,Available,,N/A,
431,223,0000-9999,,,Available,,N/A,
431,224,0000-9999,,,Available,,N/A,
431,225,0000-9999,MTS Inc.,991B,In Service,Holland,Sep 10 2012 ,
431,226,0000-9999,MTS Inc.,991B,In Service,Bissett,Sep 26 2012 ,
431,227,0000-9999,MTS Inc.,991B,In Service,Easterville,Sep 26 2012 ,
431,228,0000-9999,MTS Inc.,991B,In Service,Grand Beach,Sep 26 2012 ,
431,229,0000-9999,MTS Inc.,991B,In Service,The Pas,Feb 13 2013 ,
431,230,0000-9999,MTS Inc.,991B,In Service,Cross Lake,Feb 13 2013 ,
431,231,0000-9999,MTS Inc.,991B,In Service,Oxford House,Apr  3 2013 ,
431,232,0000-9999,MTS Inc.,991B,In Service,Churchill,Apr  3 2013 ,
