NPA,NXX,MBI Block,Company,OCN,Status,Rate Center,Date Assigned,Remarks
,,,,,,,,2018-10-26
902,200,0000-9999,Bell Mobility Aliant,329A,In Service,Antigonish,Nov 28 2012 ,
902,201,0000-9999,Bell Mobility Aliant,329A,In Service,Aylesford,Nov 28 2012 ,
902,202,0000-9999,Bell Mobility Aliant,329A,In Service,Middleton,Nov 28 2012 ,
902,203,0000-9999,Bell Mobility Aliant,329A,In Service,Yarmouth,Nov 28 2012 ,
902,204,0000-9999,Bell Mobility,6574,In Service,Halifax,Dec  3 2012 ,
902,205,0000-9999,Bell Mobility,6574,In Service,Alberton,Feb 24 2015 ,
902,206,0000-9999,Bell Mobility Aliant,329A,In Service,Summerside,Jul 31 2018 ,
902,207,0000-9999,Bell Mobility Aliant,329A,In Service,Shubenacadie,Jul 30 2018 ,
902,208,0000-9999,Bell Mobility Aliant,329A,In Service,Amherst,Jul 30 2018 ,
902,209,0000-9999,TELUS Mobility,8303,In Service,Halifax,Grandfathered,
902,210,0000-9999,TELUS Mobility,8303,In Service,Halifax,Oct 26 2011 ,
902,211,0000-9999,,,Not Available,,N/A,
902,212,0000-0999,TELUS Mobility,8303,In Service,Bridgewater,Grandfathered,
902,212,1000-1999,TELUS Mobility,8303,In Service,Bridgewater,Grandfathered,
902,212,2000-2999,TELUS Mobility,8303,In Service,Bridgewater,Grandfathered,
902,212,3000-3999,,,Available,,N/A,
902,212,4000-4999,,,Available,,N/A,
902,212,5000-5999,,,Available,,N/A,
902,212,6000-6999,,,Available,,N/A,
902,212,7000-7999,,,Available,,N/A,
902,212,8000-8999,,,Available,,N/A,
902,212,9000-9999,,,Available,,N/A,
902,213,0000-9999,TELUS Mobility,8303,In Service,Charlottetown,Mar  1 2011 ,
902,214,0000-9999,Bell Mobility Aliant,329A,In Service,Alberton,Nov 30 2006 ,
902,215,0000-9999,Bell Mobility Aliant,329A,In Service,Souris,Nov 30 2006 ,
902,216,0000-9999,Bell Mobility Aliant,329A,In Service,Parrsboro,Nov 30 2006 ,
902,217,0000-9999,Bell Mobility Aliant,329A,In Service,Sydney,Oct 23 2008 ,
902,218,0000-9999,TELUS Mobility,8303,In Service,Charlottetown,Jan  4 2007 ,
902,219,0000-9999,Bell Mobility Aliant,329A,In Service,Halifax,Dec  4 2007 ,
902,220,0000-9999,Bell Mobility Aliant,329A,In Service,Halifax,Grandfathered,
902,221,0000-9999,Bell Mobility Aliant,329A,In Service,Halifax,Grandfathered,
902,222,0000-9999,Bell Mobility Aliant,329A,In Service,Halifax,Grandfathered,
902,223,0000-9999,Bell Mobility Aliant,329A,In Service,Halifax,Grandfathered,
902,224,0000-0999,Bell Mobility Aliant,329A,In Service,Cheticamp,Grandfathered,
902,224,1000-1999,,,Available,,N/A,
902,224,2000-2999,,,Available,,N/A,
902,224,3000-3999,,,Available,,N/A,
902,224,4000-4999,,,Available,,N/A,
902,224,5000-5999,Bell Mobility Aliant,329A,In Service,Cheticamp,Grandfathered,
902,224,6000-6999,,,Available,,N/A,
902,224,7000-7999,Bell Mobility Aliant,329A,In Service,Cheticamp,Grandfathered,
902,224,8000-8999,Bell Mobility Aliant,329A,In Service,Cheticamp,Grandfathered,
902,224,9000-9999,,,Available,,N/A,
902,225,0000-9999,Bell Mobility Aliant,329A,In Service,Halifax,Grandfathered,
902,226,0000-9999,,,Available,,N/A,
