NPA,NXX,MBI Block,Company,OCN,Status,Rate Center,Date Assigned,Remarks
,,,,,,,,2018-10-26
587,200,0000-9999,,,Available,,N/A,
587,201,0000-9999,TELUS Mobility,8303,In Service,Bonnyville,Dec  1 2010 ,
587,202,0000-9999,TELUS Mobility,8303,In Service,Grande Prairie,Oct  8 2015 ,
587,203,0000-9999,Bell Mobility,6574,In Service,Edmonton,Sep 14 2016 ,
587,204,0000-9999,,,Available,,N/A,
587,205,0000-9999,,,Available,,N/A,
587,206,0000-9999,,,Available,,N/A,
587,207,0000-9999,,,Available,,N/A,
587,208,0000-9999,,,Available,,N/A,
587,209,0000-9999,,,Available,,N/A,
587,210,0000-9999,,,Available,,N/A,
587,211,0000-9999,,,Not Available,,N/A,
587,212,0000-9999,,,Available,,N/A,
587,213,0000-9999,,,Available,,N/A,
587,214,0000-9999,,,Available,,N/A,
587,215,0000-9999,TELUS Mobility,8303,In Service,Calgary,Nov  1 2010 ,
587,216,0000-9999,TELUS Mobility,8303,In Service,Calgary,Nov  1 2010 ,
587,217,0000-9999,TELUS Mobility,8303,In Service,Lloydminster,Dec 20 2010 ,
587,218,0000-9999,TELUS Mobility,8303,In Service,Killam,Mar  2 2011 ,
587,219,0000-9999,TELUS Mobility,8303,In Service,Coronation,Nov  8 2010 ,
587,220,0000-9999,TELUS Mobility,8303,In Service,Lethbridge,Oct  5 2010 ,
587,221,0000-9999,TELUS Mobility,8303,In Service,Cowley,Feb 12 2010 ,
587,222,0000-9999,TELUS Mobility,8303,In Service,Banff,Jun  3 2009 ,
587,223,0000-9999,TELUS Mobility,8303,In Service,Calgary,Aug 11 2010 ,
587,224,0000-9999,TELUS Mobility,8303,In Service,Calgary,Aug 18 2010 ,
587,225,0000-9999,TELUS Mobility,8303,In Service,Calgary,Aug 18 2010 ,
587,226,0000-9999,TELUS Mobility,8303,In Service,Calgary,Nov  1 2010 ,
587,227,0000-9999,TELUS Mobility,8303,In Service,Calgary,Nov  1 2010 ,
587,228,0000-9999,TELUS Mobility,8303,In Service,Calgary,Nov  1 2010 ,
587,229,0000-9999,TELUS Mobility,8303,In Service,Calgary,Nov  1 2010 ,
587,230,0000-9999,Bell Mobility,6574,In Service,Calgary,Mar  3 2014 ,
587,231,0000-9999,Bell Mobility,6574,In Service,Calgary,Mar  3 2014 ,
587,232,0000-9999,,,Available,,N/A,
587,233,0000-9999,,,Available,,N/A,
587,234,0000-9999,,,Available,,N/A,
587,235,0000-9999,,,Available,,N/A,
587,236,0000-9999,,,Available,,N/A,
587,237,0000-9999,,,Available,,N/A,
587,238,0000-9999,,,Available,,N/A,
587,239,0000-9999,,,Available,,N/A,
587,240,0000-9999,Bell Mobility,6574,In Service,Edmonton,Mar  3 2014 ,
587,241,0000-9999,Bell Mobility,6574,In Service,Edmonton,Mar  3 2014 ,
587,242,0000-9999,,,Available,,N/A,
587,243,0000-9999,,,Available,,N/A,
587,244,0000-9999,,,Available,,N/A,
587,245,0000-9999,,,Available,,N/A,
587,246,0000-9999,,,Available,,N/A,
587,247,0000-9999,,,Available,,N/A,
587,248,0000-9999,,,Available,,N/A,
587,249,0000-9999,,,Available,,N/A,
587,250,0000-9999,,,Available,,N/A,
587,251,0000-9999,,,Available,,N/A,
587,252,0000-9999,TELUS Mobility,8303,In Service,St. Paul,Nov 26 2010 ,
587,253,0000-9999,TELUS Mobility,8303,In Service,Medicine Hat,Mar  1 2011 ,
587,254,0000-9999,,,Available,,N/A,
587,255,0000-9999,TELUS Mobility,8303,In Service,Czar,Jul 14 2011 ,
587,256,0000-9999,TELUS Mobility,8303,In Service,Viking,Jul 14 2011 ,
587,257,0000-9999,TELUS Mobility,8303,In Service,Lethbridge,Sep 29 2011 ,
587,258,0000-9999,,,Available,,N/A,
587,259,0000-9999,,,Available,,N/A,
587,260,0000-9999,,,Available,,N/A,
587,261,0000-9999,,,Available,,N/A,
587,262,0000-9999,,,Available,,N/A,
587,263,0000-9999,,,Available,,N/A,
587,264,0000-9999,,,Available,,N/A,
587,265,0000-9999,,,Available,,N/A,
587,266,0000-9999,,,Available,,N/A,
587,267,0000-9999,,,Available,,N/A,
587,268,0000-9999,,,Available,,N/A,
587,269,0000-9999,,,Available,,N/A,
587,270,0000-9999,,,Available,,N/A,
587,271,0000-9999,,,Available,,N/A,
587,272,0000-9999,,,Available,,N/A,
587,273,0000-9999,,,Available,,N/A,
587,274,0000-9999,,,Available,,N/A,
587,275,0000-9999,,,Available,,N/A,
587,276,0000-9999,,,Available,,N/A,
587,277,0000-9999,TELUS Mobility,8303,In Service,Drayton Valley,May 24 2011 ,
587,278,0000-9999,TELUS Mobility,8303,In Service,Claresholm,Nov  6 2008 ,
587,279,0000-9999,TELUS Mobility,8303,In Service,Red Earth,Aug 20 2009 ,
587,280,0000-9999,TELUS Mobility,8303,In Service,Vegreville,Aug 25 2008 ,
587,281,0000-9999,TELUS Mobility,8303,In Service,Wainwright,Aug 25 2008 ,
587,282,0000-9999,TELUS Mobility,8303,In Service,Stettler,Sep 29 2010 ,
587,283,0000-9999,TELUS Mobility,8303,In Service,Gift Lake,Mar 12 2012 ,
587,284,0000-9999,TELUS Mobility,8303,In Service,Calgary,Sep  7 2012 ,
587,285,0000-9999,,,Available,,N/A,
587,286,0000-9999,,,Available,,N/A,
587,287,0000-9999,,,Available,,N/A,
587,288,0000-9999,,,Available,,N/A,
587,289,0000-9999,,,Available,,N/A,
587,290,0000-9999,,,Available,,N/A,
587,291,0000-9999,,,Available,,N/A,
587,292,0000-9999,,,Available,,N/A,
587,293,0000-9999,,,Available,,N/A,
587,294,0000-9999,,,Available,,N/A,
587,295,0000-9999,,,Available,,N/A,
587,296,0000-9999,,,Available,,N/A,
587,297,0000-9999,TELUS Mobility,8303,In Service,Grande Prairie,Nov 24 2010 ,
587,298,0000-9999,TELUS Mobility,8303,In Service,Grande Prairie,Nov 24 2010 ,
587,299,0000-9999,,,Available,,N/A,
587,300,0000-9999,,,Available,,N/A,
587,301,0000-9999,,,Available,,N/A,
587,302,0000-9999,,,Available,,N/A,
587,303,0000-9999,,,Available,,N/A,
587,304,0000-9999,,,Available,,N/A,
587,305,0000-9999,,,Available,,N/A,
587,306,0000-9999,,,Available,,N/A,
587,307,0000-9999,,,Available,,N/A,
587,308,0000-9999,,,Available,,N/A,
587,309,0000-9999,,,Available,,N/A,
587,310,0000-9999,,,Not Available,,N/A,
587,311,0000-9999,,,Not Available,,N/A,
587,312,0000-9999,,,Available,,N/A,
587,313,0000-9999,,,Available,,N/A,
587,314,0000-9999,,,Available,,N/A,
587,315,0000-9999,,,Available,,N/A,
587,316,0000-9999,,,Available,,N/A,
587,317,0000-9999,,,Available,,N/A,
587,318,0000-9999,,,Available,,N/A,
587,319,0000-9999,,,Available,,N/A,
587,320,0000-9999,,,Available,,N/A,
587,321,0000-9999,TELUS Mobility,8303,In Service,Three Hills,Sep 29 2010 ,
587,322,0000-9999,TELUS Mobility,8303,In Service,Camrose,Nov  2 2011 ,
587,323,0000-9999,,,Available,,N/A,
587,324,0000-9999,,,Available,,N/A,
587,325,0000-9999,,,Available,,N/A,
587,326,0000-9999,,,Available,,N/A,
587,327,0000-9999,,,Available,,N/A,
587,328,0000-9999,,,Available,,N/A,
587,329,0000-9999,,,Available,,N/A,
587,330,0000-9999,,,Available,,N/A,
587,331,0000-9999,,,Available,,N/A,
587,332,0000-9999,,,Available,,N/A,
587,333,0000-9999,,,Available,,N/A,
587,334,0000-9999,Bell Mobility,6574,In Service,Edmonton,Apr 11 2013 ,
587,335,0000-9999,Bell Mobility,6574,In Service,Edmonton,Feb  3 2011 ,
587,336,0000-9999,Bell Mobility,6574,In Service,Edmonton,Oct 19 2011 ,
587,337,0000-9999,Bell Mobility,6574,In Service,Edmonton,Jul 30 2012 ,
587,338,0000-9999,Bell Mobility,6574,In Service,Edmonton,Mar  9 2013 ,
587,339,0000-9999,,,Available,,N/A,
587,340,0000-9999,Bell Mobility,6574,In Service,Edmonton,Jul 18 2013 ,
587,341,0000-9999,Bell Mobility,6574,In Service,Edmonton,Dec 23 2013 ,
587,342,0000-9999,,,Available,,N/A,
587,343,0000-9999,Bell Mobility,6574,In Service,Grande Prairie,Oct 19 2011 ,
587,344,0000-9999,,,Available,,N/A,
587,345,0000-9999,,,Available,,N/A,
587,346,0000-9999,Bell Mobility,6574,In Service,Edmonton,Jun  2 2014 ,
587,347,0000-9999,,,Available,,N/A,
587,348,0000-9999,Bell Mobility,6574,In Service,Grande Prairie,Jun  2 2014 ,
587,349,0000-9999,,,Available,,N/A,
587,350,0000-9999,,,Available,,N/A,
587,351,0000-9999,,,Available,,N/A,
587,352,0000-9999,,,Available,,N/A,
