NPA,NXX,MBI Block,Company,OCN,Status,Rate Center,Date Assigned,Remarks
,,,,,,,,2018-10-26
867,200,0000-9999,,,Available,,N/A,
867,201,0000-9999,,,Available,,N/A,
867,202,0000-9999,,,Available,,N/A,
867,203,0000-9999,,,Available,,N/A,
867,204,0000-9999,,,Not Available,,N/A,
867,205,0000-9999,,,Available,,N/A,
867,206,0000-0999,Bell Mobility,6574,In Service,Whitehorse,Oct 18 2012 ,
867,206,1000-1999,Bell Mobility,6574,In Service,Whitehorse,Oct 18 2012 ,
867,206,2000-2999,,,Available,,N/A,
867,206,3000-3999,,,Available,,N/A,
867,206,4000-4999,,,Available,,N/A,
867,206,5000-5999,,,Available,,N/A,
867,206,6000-6999,,,Available,,N/A,
867,206,7000-7999,,,Available,,N/A,
867,206,8000-8999,Bell Mobility,6574,In Service,Whitehorse,Nov 30 2012 ,
867,206,9000-9999,Bell Mobility,6574,In Service,Whitehorse,Nov 30 2012 ,
867,207,0000-9999,,,Available,,N/A,
867,208,0000-9999,,,Available,,N/A,
867,209,0000-9999,,,Available,,N/A,
867,210,0000-9999,,,Available,,N/A,
867,211,0000-9999,,,Not Available,,N/A,
867,212,0000-9999,,,Available,,N/A,
867,213,0000-9999,,,Available,,N/A,
867,214,0000-9999,,,Available,,N/A,
867,215,0000-9999,,,Available,,N/A,
867,216,0000-9999,,,Available,,N/A,
867,217,0000-9999,,,Available,,N/A,
867,218,0000-9999,,,Available,,N/A,
867,219,0000-9999,,,Available,,N/A,
867,220,0000-9999,,,Available,,N/A,
867,221,0000-9999,,,Available,,N/A,
867,222,0000-9999,Bell Mobility,6574,In Service,Iqaluit,Grandfathered,
867,223,0000-9999,Bell Mobility,6574,In Service,Iqaluit,Mar  9 2013 ,
867,224,0000-9999,,,Available,,N/A,
867,225,0000-9999,,,Available,,N/A,
867,226,0000-9999,,,Available,,N/A,
867,227,0000-9999,,,Available,,N/A,
867,228,0000-9999,,,Available,,N/A,
867,229,0000-9999,,,Available,,N/A,
867,230,0000-9999,,,Available,,N/A,
867,231,0000-9999,,,Available,,N/A,
867,232,0000-9999,,,Not Available,,N/A,
867,233,0000-9999,,,Not Available,,N/A,
867,234,0000-9999,,,Not Available,,N/A,
867,235,0000-9999,,,Not Available,,N/A,
867,236,0000-9999,,,Not Available,,N/A,
867,237,0000-9999,,,Not Available,,N/A,
867,238,0000-9999,,,Not Available,,N/A,
867,239,0000-9999,,,Not Available,,N/A,
867,240,0000-9999,,,Not Available,,N/A,
867,241,0000-9999,,,Not Available,,N/A,
867,242,0000-9999,,,Not Available,,N/A,
867,243,0000-9999,,,Not Available,,N/A,
867,244,0000-9999,,,Not Available,,N/A,
867,245,0000-9999,,,Not Available,,N/A,
867,246,0000-9999,,,Not Available,,N/A,
867,247,0000-9999,,,Not Available,,N/A,
867,248,0000-9999,,,Not Available,,N/A,
