NPA,NXX,MBI Block,Company,OCN,Status,Rate Center,Date Assigned,Remarks
,,,,,,,,2018-10-26
647,200,0000-9999,,,Available,,N/A,
647,201,0000-9999,,,Available,,N/A,
647,202,0000-9999,,,Available,,N/A,
647,203,0000-9999,,,Available,,N/A,
647,204,0000-9999,,,Available,,N/A,
647,205,0000-9999,,,Available,,N/A,
647,206,0000-9999,TELUS Mobility,8303,In Service,Toronto,Grandfathered,
647,207,0000-9999,TELUS Mobility,8303,In Service,Toronto,Grandfathered,
647,208,0000-9999,TELUS Mobility,8303,In Service,Toronto,Grandfathered,
647,209,0000-9999,TELUS Mobility,8303,In Service,Toronto,Grandfathered,
647,210,0000-9999,TELUS Mobility,8303,In Service,Toronto,Grandfathered,
647,211,0000-9999,,,Not Available,,N/A,
647,212,0000-9999,TELUS Mobility,8303,In Service,Toronto,Grandfathered,
647,213,0000-9999,TELUS Mobility,8303,In Service,Toronto,May 23 2008 ,
647,214,0000-9999,TELUS Mobility,8303,In Service,Toronto,May 23 2008 ,
647,215,0000-9999,TELUS Mobility,8303,In Service,Toronto,May 26 2008 ,
647,216,0000-9999,TELUS Mobility,8303,In Service,Toronto,May 26 2008 ,
647,217,0000-9999,TELUS Mobility,8303,In Service,Toronto,May 26 2008 ,
647,218,0000-9999,TELUS Mobility,8303,In Service,Toronto,Grandfathered,
647,219,0000-9999,Bell Mobility,6574,In Service,Toronto,Jul 13 2014 ,
647,220,0000-9999,Bell Mobility,6574,In Service,Toronto,Grandfathered,
647,221,0000-9999,Bell Mobility,6574,In Service,Toronto,Grandfathered,
647,222,0000-9999,Bell Mobility,6574,In Service,Toronto,Grandfathered,
647,223,0000-9999,Bell Mobility,6574,In Service,Toronto,Grandfathered,
647,224,0000-9999,Bell Mobility,6574,In Service,Toronto,Grandfathered,
647,225,0000-9999,Bell Mobility,6574,In Service,Toronto,Grandfathered,
647,226,0000-9999,Bell Mobility,6574,In Service,Toronto,Grandfathered,
647,227,0000-9999,Bell Mobility,6574,In Service,Toronto,Grandfathered,
647,228,0000-9999,Bell Mobility,6574,In Service,Toronto,Grandfathered,
647,229,0000-9999,Bell Mobility,6574,In Service,Toronto,Grandfathered,
647,230,0000-9999,Bell Mobility,6574,In Service,Toronto,Grandfathered,
647,231,0000-9999,Bell Mobility,6574,In Service,Toronto,Grandfathered,
647,232,0000-9999,Bell Mobility,6574,In Service,Toronto,Grandfathered,
647,233,0000-9999,Bell Mobility,6574,In Service,Toronto,Grandfathered,
647,234,0000-9999,Bell Mobility,6574,In Service,Toronto,Grandfathered,
647,235,0000-9999,Bell Mobility,6574,In Service,Toronto,Grandfathered,
647,236,0000-9999,Bell Mobility,6574,In Service,Toronto,Grandfathered,
647,237,0000-9999,Bell Mobility,6574,In Service,Toronto,Grandfathered,
647,238,0000-9999,Bell Mobility,6574,In Service,Toronto,Grandfathered,
647,239,0000-9999,Bell Mobility,6574,In Service,Toronto,Grandfathered,
647,240,0000-9999,Bell Mobility,6574,In Service,Toronto,Sep 11 2008 ,
647,241,0000-9999,,,Available,,N/A,
647,242,0000-9999,Bell Mobility,6574,In Service,Toronto,Mar 22 2016 ,
647,243,0000-9999,Bell Mobility,6574,In Service,Toronto,Apr 11 2016 ,
647,244,0000-9999,,,Available,,N/A,
647,245,0000-9999,,,Available,,N/A,
647,246,0000-9999,Bell Mobility,6574,In Service,Toronto,Dec 21 2017 ,
