NPA,NXX,MBI Block,Company,OCN,Status,Rate Center,Date Assigned,Remarks
,,,,,,,,2018-10-26
905,200,0000-9999,,,Available,,N/A,
905,201,0000-9999,Bell Mobility,6574,In Service,Milton,Nov 23 2006 ,
905,202,0000-9999,,,Available,,N/A,
905,203,0000-9999,Bell Mobility,6574,In Service,Milton,Nov 23 2006 ,
905,204,0000-9999,,,Available,,N/A,
905,205,0000-9999,,,Available,,N/A,
905,206,0000-9999,Bell Mobility,6574,In Service,Cobourg,Nov 29 2006 ,
905,207,0000-9999,TELUS Mobility,8303,In Service,Cobourg,Grandfathered,
905,208,0000-9999,TELUS Mobility,8303,In Service,Oakville,Grandfathered,
905,209,0000-9999,Bell Mobility,6574,In Service,Milton,Nov 23 2006 ,
905,210,0000-9999,Bell Mobility,6574,In Service,St. Catharines-Thorold,Sep  3 2015 ,
905,211,0000-9999,,,Not Available,,N/A,
905,212,0000-9999,,,Available,,N/A,
905,213,0000-9999,Bell Mobility,6574,In Service,Oshawa,Grandfathered,
905,214,0000-9999,Bell Mobility,6574,In Service,Brampton,Dec  3 2012 ,
905,215,0000-9999,Bell Mobility,6574,In Service,Oakville,Dec  3 2012 ,
905,216,0000-9999,Bell Mobility,6574,In Service,Oakville,Dec  3 2012 ,
905,217,0000-9999,Bell Mobility,6574,In Service,South Pickering,Dec  4 2012 ,
905,218,0000-9999,Bell Mobility,6574,In Service,South Pickering,Dec  4 2012 ,
905,219,0000-9999,Bell Mobility,6574,In Service,Streetsville,Dec  4 2012 ,
905,220,0000-9999,Bell Mobility,6574,In Service,Streetsville,Dec  4 2012 ,
905,221,0000-9999,Bell Mobility,6574,In Service,Streetsville,Dec  4 2012 ,
905,222,0000-9999,Bell Mobility,6574,In Service,Aurora,Nov 22 2006 ,
905,223,0000-9999,Bell Mobility,6574,In Service,Milton,Nov  6 2013 ,
905,224,0000-9999,,,Available,,N/A,
905,225,0000-9999,,,Available,,N/A,
905,226,0000-9999,,,Not Available,,N/A,
905,227,0000-9999,Bell Mobility,6574,In Service,St. Catharines-Thorold,Nov 24 2006 ,
905,228,0000-9999,TELUS Mobility,8303,In Service,St. Catharines-Thorold,Mar 12 2007 ,
905,229,0000-0999,,,Available,,N/A,
905,229,1000-1999,Bell Mobility,6574,In Service,Dunnville,Grandfathered,
905,229,2000-2999,,,Available,,N/A,
905,229,3000-3999,,,Available,,N/A,
905,229,4000-4999,,,Available,,N/A,
905,229,5000-5999,,,Available,,N/A,
905,229,6000-6999,,,Available,,N/A,
905,229,7000-7999,,,Available,,N/A,
905,229,8000-8999,Bell Mobility,6574,In Service,Dunnville,Grandfathered,
905,229,9000-9999,Bell Mobility,6574,In Service,Dunnville,Grandfathered,
905,230,0000-9999,,,Available,,N/A,
905,231,0000-9999,Bell Mobility,6574,In Service,Ajax-Pickering,Nov 21 2006 ,
905,232,0000-9999,Bell Mobility,6574,In Service,Ajax-Pickering,Feb 27 2013 ,
905,233,0000-9999,,,Available,,N/A,
905,234,0000-9999,,,Available,,N/A,
905,235,0000-9999,Bell Mobility,6574,In Service,Newmarket,Feb 27 2013 ,
905,236,0000-9999,Bell Mobility,6574,In Service,Streetsville,Oct 23 2008 ,
905,237,0000-9999,,,Available,,N/A,
905,238,0000-9999,,,Available,,N/A,
905,239,0000-9999,Bell Mobility,6574,In Service,Ajax-Pickering,Nov 21 2006 ,
905,240,0000-9999,,,Available,,N/A,
905,241,0000-9999,,,Available,,N/A,
905,242,0000-9999,Bell Mobility,6574,In Service,Oshawa,Grandfathered,
905,243,0000-9999,Bell Mobility,6574,In Service,Oshawa,Grandfathered,
905,244,0000-9999,Bell Mobility,6574,In Service,Oshawa,Grandfathered,
905,245,0000-9999,,,Available,,N/A,
