NPA,NXX,MBI Block,Company,OCN,Status,Rate Center,Date Assigned,Remarks
,,,,,,,,2018-10-26
780,200,0000-9999,Bell Mobility,6574,In Service,Edmonton,Dec  3 2012 ,
780,201,0000-9999,TELUS Mobility,8303,In Service,Bonnyville,Grandfathered,
780,202,0000-9999,TELUS Mobility,8303,In Service,Drayton Valley,Grandfathered,
780,203,0000-9999,TELUS Mobility,8303,In Service,Edmonton,Grandfathered,
780,204,0000-9999,TELUS Mobility,8303,In Service,Whitecourt,Grandfathered,
780,205,0000-9999,TELUS Mobility,8303,In Service,Lloydminster,Grandfathered,
780,206,0000-9999,TELUS Mobility,8303,In Service,Westlock,Grandfathered,
780,207,0000-9999,TELUS Mobility,8303,In Service,Bonnyville,Grandfathered,
780,208,0000-9999,TELUS Mobility,8303,In Service,Vegreville,Grandfathered,
780,209,0000-9999,TELUS Mobility,8303,In Service,Czar,Grandfathered,
780,210,0000-9999,TELUS Mobility,8303,In Service,St. Paul,Grandfathered,
780,211,0000-9999,,,Not Available,,N/A,
780,212,0000-9999,TELUS Mobility,8303,In Service,Boyle,Grandfathered,
780,213,0000-0999,Bell Mobility,6574,In Service,Boyle,Grandfathered,
780,213,1000-1999,TELUS Mobility,8303,In Service,Boyle,Grandfathered,
780,213,2000-2999,TELUS Mobility,8303,In Service,Boyle,Grandfathered,
780,213,3000-3999,Bell Mobility,6574,In Service,Boyle,Grandfathered,
780,213,4000-4999,Bell Mobility,6574,In Service,Boyle,Grandfathered,
780,213,5000-5999,TELUS Mobility,8303,In Service,Boyle,May 24 2007 ,
780,213,6000-6999,TELUS Mobility,8303,In Service,Boyle,May 24 2007 ,
780,213,7000-7999,TELUS Mobility,8303,In Service,Boyle,May 24 2007 ,
780,213,8000-8999,TELUS Mobility,8303,In Service,Boyle,May 24 2007 ,
780,213,9000-9999,TELUS Mobility,8303,In Service,Boyle,May 24 2007 ,
780,214,0000-9999,TELUS Mobility,8303,In Service,Lloydminster,May 22 2007 ,
780,215,0000-9999,TELUS Mobility,8303,In Service,Fort McMurray,May 17 2007 ,
780,216,0000-9999,TELUS Mobility,8303,In Service,Millet,Dec  2 2007 ,
780,217,0000-9999,TELUS Mobility,8303,In Service,Edmonton,Grandfathered,
780,218,0000-9999,TELUS Mobility,8303,In Service,Edmonton,Grandfathered,
780,219,0000-9999,TELUS Mobility,8303,In Service,Peace River,May 17 2007 ,
780,220,0000-9999,TELUS Mobility,8303,In Service,Edmonton,Grandfathered,
780,221,0000-9999,TELUS Mobility,8303,In Service,Edmonton,Grandfathered,
780,222,0000-9999,TELUS Mobility,8303,In Service,Edmonton,Grandfathered,
780,223,0000-9999,TELUS Mobility,8303,In Service,Hinton,May 17 2007 ,
780,224,0000-9999,,,Available,,N/A,
780,225,0000-9999,TELUS Mobility,8303,In Service,Edson,Sep 29 2007 ,
780,226,0000-9999,Bell Mobility,6574,In Service,Camrose,Sep 30 2007 ,
780,227,0000-9999,TELUS Mobility,8303,In Service,St. Paul,May 22 2007 ,
780,228,0000-9999,Bell Mobility,6574,In Service,Grande Prairie,Grandfathered,
780,229,0000-9999,Bell Mobility,6574,In Service,Slave Lake,Nov 21 2006 ,
780,230,0000-9999,,,Available,,N/A,
780,231,0000-9999,Bell Mobility,6574,In Service,Edmonton,Grandfathered,
780,232,0000-9999,Bell Mobility,6574,In Service,Edmonton,Grandfathered,
780,233,0000-9999,Bell Mobility,6574,In Service,Edmonton,Grandfathered,
780,234,0000-9999,Bell Mobility,6574,In Service,Drayton Valley,Jul 10 2007 ,
780,235,0000-9999,Bell Mobility,6574,In Service,Edmonton,Grandfathered,
780,236,0000-9999,Bell Mobility,6574,In Service,Edmonton,Oct 23 2008 ,
780,237,0000-9999,Bell Mobility,6574,In Service,Edmonton,Grandfathered,
780,238,0000-9999,Bell Mobility,6574,In Service,Edmonton,Grandfathered,
780,239,0000-9999,Bell Mobility,6574,In Service,Edmonton,Grandfathered,
780,240,0000-9999,Bell Mobility,6574,In Service,Edmonton,Grandfathered,
780,241,0000-9999,,,Available,,N/A,
780,242,0000-9999,Bell Mobility,6574,In Service,Edmonton,Grandfathered,
780,243,0000-9999,Bell Mobility,6574,In Service,Edmonton,Feb 20 2009 ,
780,244,0000-9999,Bell Mobility,6574,In Service,Valleyview,Aug  3 2018 ,
780,245,0000-9999,Bell Mobility,6574,In Service,Edmonton,Apr 24 2009 ,
780,246,0000-9999,,,Available,,N/A,
780,247,0000-9999,,,Available,,N/A,
780,248,0000-9999,TELUS Mobility,8303,In Service,Edmonton,Dec 17 2007 ,
780,249,0000-9999,,,Available,,N/A,
780,250,0000-9999,Bell Mobility,6574,In Service,Edmonton,Dec 27 2017 ,
780,251,0000-9999,,,Available,,N/A,
780,252,0000-9999,,,Available,,N/A,
780,253,0000-9999,,,Available,,N/A,
780,254,0000-9999,,,Available,,N/A,
780,255,0000-9999,Bell Mobility,6574,In Service,Valleyview,Feb 27 2015 ,
780,256,0000-9999,,,Available,,N/A,
780,257,0000-9999,Bell Mobility,6574,In Service,Edmonton,Aug  9 2010 ,
780,258,0000-9999,,,Available,,N/A,
780,259,0000-9999,Bell Mobility,6574,In Service,Vermilion,Feb 27 2015 ,
780,260,0000-9999,Bell Mobility,6574,In Service,Vegreville,Aug  1 2018 ,
780,261,0000-9999,,,Available,,N/A,
780,262,0000-9999,,,Available,,N/A,
780,263,0000-9999,Bell Mobility,6574,In Service,Edmonton,Dec  7 2009 ,
780,264,0000-9999,Bell Mobility,6574,In Service,Edmonton,Grandfathered,
780,265,0000-9999,Bell Mobility,6574,In Service,Edmonton,Grandfathered,
780,266,0000-9999,Bell Mobility,6574,In Service,Edmonton,Grandfathered,
780,267,0000-9999,Bell Mobility,6574,In Service,Edmonton,Grandfathered,
780,268,0000-9999,TELUS Mobility,8303,In Service,Whitecourt,Grandfathered,
780,269,0000-9999,,,Available,,N/A,
780,270,0000-9999,Bell Mobility,6574,In Service,Edmonton,Grandfathered,
780,271,0000-9999,Bell Mobility,6574,In Service,Edmonton,Grandfathered,
780,272,0000-9999,,,Available,,N/A,
780,273,0000-9999,,,Available,,N/A,
780,274,0000-9999,,,Available,,N/A,
780,275,0000-9999,,,Available,,N/A,
780,276,0000-9999,,,Available,,N/A,
780,277,0000-9999,,,Available,,N/A,
780,278,0000-9999,Bell Mobility,6574,In Service,Edmonton,Grandfathered,
780,279,0000-9999,,,Available,,N/A,
780,280,0000-9999,,,Available,,N/A,
780,281,0000-9999,,,Available,,N/A,
780,282,0000-9999,,,Available,,N/A,
780,283,0000-9999,,,Available,,N/A,
780,284,0000-9999,TELUS Mobility,8303,In Service,Barrhead,Jun 26 2007 ,
780,285,0000-9999,Bell Mobility,6574,In Service,High Level,Oct 13 2006 ,
780,286,0000-9999,Bell Mobility,6574,In Service,Whitecourt,Jul 25 2007 ,
780,287,0000-9999,Bell Mobility,6574,In Service,Westlock,Aug 27 2007 ,
780,288,0000-9999,TELUS Mobility,8303,In Service,Edmonton,Grandfathered,
780,289,0000-9999,TELUS Mobility,8303,In Service,Edmonton,Grandfathered,
780,290,0000-9999,,,Available,,N/A,
780,291,0000-9999,,,Available,,N/A,
780,292,0000-9999,TELUS Mobility,8303,In Service,Edmonton,May 18 2007 ,
780,293,0000-9999,TELUS Mobility,8303,In Service,Edmonton,May 18 2007 ,
780,294,0000-9999,Bell Mobility,6574,In Service,Barrhead,Jul 12 2007 ,
780,295,0000-9999,Bell Mobility,6574,In Service,Swan Hills,Jul 12 2007 ,
780,296,0000-9999,TELUS Mobility,8303,In Service,Grande Prairie,May 22 2007 ,
780,297,0000-9999,Bell Mobility,6574,In Service,Edmonton,Oct 12 2006 ,
780,298,0000-9999,Bell Mobility,6574,In Service,Edmonton,Grandfathered,
780,299,0000-9999,Bell Mobility,6574,In Service,Edmonton,Grandfathered,
780,300,0000-9999,TELUS Mobility,8303,In Service,Valleyview,Sep 29 2007 ,
780,301,0000-9999,TELUS Mobility,8303,In Service,Valleyview,Sep 29 2007 ,
780,302,0000-9999,TELUS Mobility,8303,In Service,Falher,Nov  2 2006 ,
780,303,0000-9999,TELUS Mobility,8303,In Service,Swan Hills,Jul 23 2007 ,
780,304,0000-9999,Bell Mobility,6574,In Service,Hay Lakes,Sep 30 2007 ,
780,305,0000-0999,Bell Mobility,6574,In Service,Barrhead,Grandfathered,
780,305,1000-1999,Bell Mobility,6574,In Service,Barrhead,Grandfathered,
780,305,2000-2999,TELUS Mobility,8303,In Service,Barrhead,Aug 23 2007 ,
780,305,3000-3999,TELUS Mobility,8303,In Service,Barrhead,Grandfathered,
780,305,4000-4999,TELUS Mobility,8303,In Service,Barrhead,Grandfathered,
780,305,5000-5999,TELUS Mobility,8303,In Service,Barrhead,Grandfathered,
780,305,6000-6999,TELUS Mobility,8303,In Service,Barrhead,Grandfathered,
780,305,7000-7999,,,Available,,N/A,
780,305,8000-8999,TELUS Mobility,8303,In Service,Barrhead,Grandfathered,
780,305,9000-9999,TELUS Mobility,8303,In Service,Barrhead,Grandfathered,
780,306,0000-9999,,,Available,,N/A,
780,307,0000-0999,TELUS Mobility,8303,In Service,Westlock,Sep 24 2007 ,
780,307,1000-1999,TELUS Mobility,8303,In Service,Westlock,Grandfathered,
780,307,2000-2999,TELUS Mobility,8303,In Service,Westlock,Grandfathered,
780,307,3000-3999,TELUS Mobility,8303,In Service,Westlock,Grandfathered,
780,307,4000-4999,TELUS Mobility,8303,In Service,Westlock,Grandfathered,
780,307,5000-5999,TELUS Mobility,8303,In Service,Westlock,Grandfathered,
780,307,6000-6999,TELUS Mobility,8303,In Service,Westlock,Grandfathered,
780,307,7000-7999,TELUS Mobility,8303,In Service,Westlock,Grandfathered,
780,307,8000-8999,Bell Mobility,6574,In Service,Westlock,Grandfathered,
780,307,9000-9999,TELUS Mobility,8303,In Service,Clyde,Mar  4 2011 ,
780,308,0000-9999,Bell Mobility,6574,In Service,Killam,Sep 30 2007 ,
780,309,0000-9999,TELUS Mobility,8303,In Service,Swan Hills,Nov  2 2006 ,
780,310,0000-9999,,,Available,,N/A,
780,311,0000-9999,,,Not Available,,N/A,
780,312,0000-0999,TELUS Mobility,8303,In Service,Wetaskiwin,Grandfathered,
780,312,1000-1999,TELUS Mobility,8303,In Service,Wetaskiwin,Grandfathered,
780,312,2000-2999,,,Available,,N/A,
780,312,3000-3999,TELUS Mobility,8303,In Service,Wetaskiwin,Grandfathered,
780,312,4000-4999,TELUS Mobility,8303,In Service,Wetaskiwin,Grandfathered,
780,312,5000-5999,TELUS Mobility,8303,In Service,Wetaskiwin,Grandfathered,
780,312,6000-6999,Bell Mobility,6574,In Service,Wetaskiwin,Grandfathered,
780,312,7000-7999,,,Available,,N/A,
780,312,8000-8999,TELUS Mobility,8303,In Service,Wetaskiwin,Grandfathered,
780,312,9000-9999,TELUS Mobility,8303,In Service,Wetaskiwin,Grandfathered,
780,313,0000-9999,Bell Mobility,6574,In Service,Rainbow Lake,Jan 30 2007 ,
780,314,0000-9999,Bell Mobility,6574,In Service,Millet,Sep 30 2007 ,
780,315,0000-9999,Bell Mobility,6574,In Service,Hinton,Jan 29 2007 ,
780,316,0000-9999,Bell Mobility,6574,In Service,High Prairie,Jan 30 2007 ,
780,317,0000-9999,Bell Mobility,6574,In Service,Jasper,Jan 29 2007 ,
780,318,0000-9999,Bell Mobility,6574,In Service,Edmonton,Aug 10 2007 ,
780,319,0000-9999,Bell Mobility,6574,In Service,Wabasca,Jan 30 2007 ,
780,320,0000-9999,Bell Mobility,6574,In Service,Grande Cache,Jan 30 2007 ,
780,321,0000-9999,,,Available,,N/A,
780,322,0000-9999,,,Available,,N/A,
780,323,0000-9999,,,Available,,N/A,
780,324,0000-9999,,,Available,,N/A,
780,325,0000-9999,,,Available,,N/A,
780,326,0000-9999,Bell Mobility,6574,In Service,Fox Creek,May 29 2007 ,
780,327,0000-9999,Bell Mobility,6574,In Service,Boyle,May 29 2007 ,
780,328,0000-9999,,,Available,,N/A,
780,329,0000-9999,Bell Mobility,6574,In Service,Manning,Jan 30 2007 ,
780,330,0000-9999,Bell Mobility,6574,In Service,Fairview,Jan 30 2007 ,
780,331,0000-9999,,,Available,,N/A,
780,332,0000-9999,,,Available,,N/A,
780,333,0000-0999,,,Available,,N/A,
