NPA,NXX,MBI Block,Company,OCN,Status,Rate Center,Date Assigned,Remarks
,,,,,,,,2018-10-26
249,200,0000-9999,,,Available,,N/A,
249,201,0000-9999,,,Available,,N/A,
249,202,0000-9999,,,Not Available,,N/A,
249,203,0000-9999,,,Available,,N/A,
249,204,0000-9999,,,Available,,N/A,
249,205,0000-9999,,,Available,,N/A,
249,206,0000-9999,,,Available,,N/A,
249,207,0000-9999,,,Not Available,,N/A,
249,208,0000-9999,,,Not Available,,N/A,
249,209,0000-9999,,,Not Available,,N/A,
249,210,0000-9999,,,Not Available,,N/A,
249,211,0000-9999,,,Not Available,,N/A,
249,212,0000-9999,,,Not Available,,N/A,
249,213,0000-9999,,,Available,,N/A,
249,214,0000-9999,,,Available,,N/A,
249,215,0000-9999,,,Available,,N/A,
249,216,0000-9999,,,Available,,N/A,
249,217,0000-9999,,,Available,,N/A,
249,218,0000-9999,,,Available,,N/A,
249,219,0000-9999,,,Available,,N/A,
249,220,0000-9999,,,Available,,N/A,
249,221,0000-9999,,,Available,,N/A,
249,222,0000-9999,,,Available,,N/A,
249,223,0000-9999,,,Available,,N/A,
249,224,0000-9999,,,Available,,N/A,
249,225,0000-9999,,,Available,,N/A,
249,226,0000-9999,,,Not Available,,N/A,
249,227,0000-9999,,,Available,,N/A,
249,228,0000-9999,,,Available,,N/A,
249,229,0000-9999,,,Available,,N/A,
249,230,0000-9999,,,Available,,N/A,
249,231,0000-9999,,,Available,,N/A,
249,232,0000-9999,,,Available,,N/A,
249,233,0000-9999,,,Available,,N/A,
249,234,0000-9999,,,Available,,N/A,
249,235,0000-9999,,,Available,,N/A,
249,236,0000-9999,,,Available,,N/A,
249,237,0000-9999,,,Available,,N/A,
249,238,0000-9999,,,Available,,N/A,
249,239,0000-9999,,,Available,,N/A,
249,240,0000-9999,,,Available,,N/A,
249,241,0000-9999,,,Available,,N/A,
249,242,0000-9999,,,Available,,N/A,
249,243,0000-9999,,,Available,,N/A,
249,244,0000-9999,,,Available,,N/A,
249,245,0000-9999,,,Available,,N/A,
249,246,0000-9999,,,Available,,N/A,
249,247,0000-9999,,,Available,,N/A,
249,248,0000-9999,,,Available,,N/A,
249,249,0000-9999,,,Not Available,,N/A,
249,250,0000-9999,,,Available,,N/A,
249,251,0000-9999,,,Available,,N/A,
249,252,0000-9999,,,Available,,N/A,
249,253,0000-9999,,,Available,,N/A,
249,254,0000-9999,,,Available,,N/A,
249,255,0000-9999,,,Available,,N/A,
249,256,0000-9999,,,Available,,N/A,
249,257,0000-9999,,,Available,,N/A,
249,258,0000-9999,,,Available,,N/A,
249,259,0000-9999,,,Available,,N/A,
249,260,0000-9999,,,Not Available,,N/A,
249,261,0000-9999,,,Available,,N/A,
249,262,0000-9999,,,Available,,N/A,
249,263,0000-9999,,,Available,,N/A,
249,264,0000-9999,,,Available,,N/A,
249,265,0000-9999,,,Available,,N/A,
249,266,0000-9999,,,Available,,N/A,
249,267,0000-9999,,,Available,,N/A,
249,268,0000-9999,,,Available,,N/A,
249,269,0000-9999,,,Available,,N/A,
249,270,0000-9999,,,Available,,N/A,
249,271,0000-9999,,,Available,,N/A,
249,272,0000-9999,,,Available,,N/A,
249,273,0000-9999,,,Available,,N/A,
249,274,0000-9999,,,Available,,N/A,
249,275,0000-9999,,,Not Available,,N/A,
249,276,0000-9999,,,Available,,N/A,
249,277,0000-9999,,,Available,,N/A,
249,278,0000-9999,,,Not Available,,N/A,
249,279,0000-9999,,,Available,,N/A,
249,280,0000-9999,,,Available,,N/A,
249,281,0000-9999,,,Available,,N/A,
249,282,0000-9999,,,Not Available,,N/A,
249,283,0000-9999,,,Available,,N/A,
249,284,0000-9999,,,Available,,N/A,
249,285,0000-9999,,,Available,,N/A,
