NPA,NXX,MBI Block,Company,OCN,Status,Rate Center,Date Assigned,Remarks
,,,,,,,,2018-10-26
418,200,0000-9999,,,Available,,N/A,
418,201,0000-9999,TELUS Mobility,8303,In Service,New Richmond,Dec 11 2006 ,
418,202,0000-9999,TELUS Mobility,8303,In Service,La Malbaie,Oct 29 2006 ,
418,203,0000-9999,Bell Mobility,6574,In Service,Chibougamau,Aug  1 2018 ,
418,204,0000-9999,,,Available,,N/A,
418,205,0000-9999,,,Available,,N/A,
418,206,0000-9999,,,Available,,N/A,
418,207,0000-9999,,,Available,,N/A,
418,208,0000-9999,TELUS Mobility,8303,In Service,Quebec,Grandfathered,
418,209,0000-9999,TELUS Mobility,8303,In Service,Sainte-Marie-de-Beauce,May 15 2007 ,
418,210,0000-9999,,,Available,,N/A,
418,211,0000-9999,,,Not Available,,N/A,
418,212,0000-9999,Bell Mobility,6574,In Service,Alma,Nov 11 2006 ,
418,213,0000-9999,TELUS Mobility,8303,In Service,Pont-Rouge,Dec 12 2006 ,
418,214,0000-9999,,,Available,,N/A,
418,215,0000-9999,,,Available,,N/A,
418,216,0000-9999,,,Available,,N/A,
418,217,0000-9999,Bell Mobility,6574,In Service,Quebec,Sep 14 2016 ,
418,218,0000-9999,TELUS Mobility,8303,In Service,St-Felicien,Grandfathered,
418,219,0000-9999,Bell Mobility,6574,In Service,Baie-St-Paul,Grandfathered,
418,220,0000-9999,Bell Mobility,6574,In Service,Saint-Georges-de-Beauce,Nov 11 2006 ,
418,221,0000-0999,TELUS Mobility,8303,In Service,Saint-Georges-de-Beauce,Sep 24 2007 ,
418,221,1000-1999,TELUS Mobility,8303,In Service,Saint-Georges-de-Beauce,Sep 24 2007 ,
418,221,2000-2999,TELUS Mobility,8303,In Service,Saint-Georges-de-Beauce,Grandfathered,
418,221,3000-3999,TELUS Mobility,8303,In Service,Saint-Georges-de-Beauce,Grandfathered,
418,221,4000-4999,TELUS Mobility,8303,In Service,Saint-Georges-de-Beauce,Grandfathered,
418,221,5000-5999,Bell Mobility,6574,In Service,Saint-Georges-de-Beauce,Grandfathered,
418,221,6000-6999,Bell Mobility,6574,In Service,Saint-Georges-de-Beauce,Grandfathered,
418,221,7000-7999,TELUS Mobility,8303,In Service,Saint-Georges-de-Beauce,Sep 24 2007 ,
418,221,8000-8999,TELUS Mobility,8303,In Service,Saint-Georges-de-Beauce,Sep 24 2007 ,
418,221,9000-9999,TELUS Mobility,8303,In Service,Saint-Georges-de-Beauce,Sep 24 2007 ,
418,222,0000-0999,TELUS Mobility,8303,In Service,Saint-Georges-de-Beauce,Sep 24 2007 ,
418,222,1000-1999,TELUS Mobility,8303,In Service,Saint-Georges-de-Beauce,Grandfathered,
418,222,2000-2999,TELUS Mobility,8303,In Service,Saint-Georges-de-Beauce,Grandfathered,
418,222,3000-3999,TELUS Mobility,8303,In Service,Saint-Georges-de-Beauce,Grandfathered,
418,222,4000-4999,TELUS Mobility,8303,In Service,Saint-Georges-de-Beauce,Grandfathered,
418,222,5000-5999,TELUS Mobility,8303,In Service,Saint-Georges-de-Beauce,Sep 24 2007 ,
418,222,6000-6999,TELUS Mobility,8303,In Service,Saint-Georges-de-Beauce,Sep 24 2007 ,
418,222,7000-7999,Bell Mobility,6574,In Service,Saint-Georges-de-Beauce,Grandfathered,
418,222,8000-8999,TELUS Mobility,8303,In Service,Saint-Georges-de-Beauce,Grandfathered,
418,222,9000-9999,TELUS Mobility,8303,In Service,Saint-Georges-de-Beauce,Grandfathered,
