NPA,NXX,MBI Block,Company,OCN,Status,Rate Center,Date Assigned,Remarks
,,,,,,,,2018-10-26
778,200,0000-9999,,,Available,,N/A,
778,201,0000-9999,TELUS Mobility,8303,In Service,Abbotsford,May 23 2007 ,
778,202,0000-9999,TELUS Mobility,8303,In Service,Hazelton,Sep 29 2007 ,
778,203,0000-9999,TELUS Mobility,8303,In Service,Houston,Sep 29 2007 ,
778,204,0000-9999,TELUS Mobility,8303,In Service,Hudson's Hope,Sep 29 2007 ,
778,205,0000-9999,TELUS Mobility,8303,In Service,Kaslo,Sep 29 2007 ,
778,206,0000-9999,TELUS Mobility,8303,In Service,Nakusp,Sep 29 2007 ,
778,207,0000-9999,TELUS Mobility,8303,In Service,Cache Creek,Sep 29 2007 ,
778,208,0000-9999,TELUS Mobility,8303,In Service,Clearwater,Sep 29 2007 ,
778,209,0000-9999,TELUS Mobility,8303,In Service,Lillooet,Sep 29 2007 ,
778,210,0000-9999,,,Available,,N/A,
778,211,0000-9999,,,Not Available,,N/A,
778,212,0000-9999,TELUS Mobility,8303,In Service,Vernon,Mar  3 2011 ,
778,213,0000-9999,Bell Mobility,6574,In Service,Bella Bella,May 30 2008 ,
778,214,0000-9999,TELUS Mobility,8303,In Service,Kelowna,Nov 24 2010 ,
778,215,0000-9999,TELUS Mobility,8303,In Service,Kelowna,Nov 24 2010 ,
778,216,0000-9999,,,Available,,N/A,
778,217,0000-9999,,,Available,,N/A,
778,218,0000-9999,,,Available,,N/A,
778,219,0000-9999,,,Available,,N/A,
778,220,0000-9999,TELUS Mobility,8303,In Service,South Kamloops,Oct 17 2007 ,
778,221,0000-9999,Bell Mobility,6574,In Service,Houston,Sep  4 2008 ,
778,222,0000-9999,TELUS Mobility,8303,In Service,Vancouver,Grandfathered,
778,223,0000-9999,Bell Mobility,6574,In Service,Vancouver,Dec 11 2014 ,
778,224,0000-9999,,,Available,,N/A,
778,225,0000-9999,Bell Mobility,6574,In Service,New Westminster,Feb 24 2015 ,
778,226,0000-9999,Bell Mobility,6574,In Service,Gulf Islands,Feb 27 2008 ,
778,227,0000-9999,Bell Mobility,6574,In Service,Vancouver,Grandfathered,
778,228,0000-9999,Bell Mobility,6574,In Service,Vancouver,Grandfathered,
778,229,0000-9999,Bell Mobility,6574,In Service,Vancouver,Grandfathered,
778,230,0000-9999,Bell Mobility,6574,In Service,Vancouver,Grandfathered,
778,231,0000-9999,Bell Mobility,6574,In Service,Vancouver,Grandfathered,
778,232,0000-9999,Bell Mobility,6574,In Service,Vancouver,Grandfathered,
778,233,0000-9999,Bell Mobility,6574,In Service,Vancouver,Grandfathered,
778,234,0000-9999,,,Available,,N/A,
778,235,0000-9999,Bell Mobility,6574,In Service,Vancouver,Grandfathered,
778,236,0000-9999,,,Not Available,,N/A,
778,237,0000-9999,,,Available,,N/A,
778,238,0000-9999,,,Available,,N/A,
