NPA,NXX,MBI Block,Company,OCN,Status,Rate Center,Date Assigned,Remarks
,,,,,,,,2018-10-26
367,200,0000-9999,,,Not Available,,N/A,
367,201,0000-9999,,,Not Available,,N/A,
367,202,0000-9999,,,Not Available,,N/A,
367,203,0000-9999,,,Not Available,,N/A,
367,204,0000-9999,,,Not Available,,N/A,
367,205,0000-9999,,,Not Available,,N/A,
367,206,0000-9999,,,Not Available,,N/A,
367,207,0000-9999,,,Not Available,,N/A,
367,208,0000-9999,,,Not Available,,N/A,
367,209,0000-9999,,,Not Available,,N/A,
367,210,0000-9999,,,Not Available,,N/A,
367,211,0000-9999,,,Not Available,,N/A,
367,212,0000-9999,,,Not Available,,N/A,
367,213,0000-9999,,,Not Available,,N/A,
367,214,0000-9999,,,Not Available,,N/A,
367,215,0000-9999,,,Not Available,,N/A,
367,216,0000-9999,,,Not Available,,N/A,
367,217,0000-9999,,,Not Available,,N/A,
367,218,0000-9999,,,Not Available,,N/A,
367,219,0000-9999,,,Not Available,,N/A,
367,220,0000-9999,,,Not Available,,N/A,
367,221,0000-9999,,,Not Available,,N/A,
367,222,0000-9999,,,Not Available,,N/A,
367,223,0000-9999,,,Not Available,,N/A,
367,224,0000-9999,,,Not Available,,N/A,
367,225,0000-9999,,,Not Available,,N/A,
367,226,0000-9999,,,Not Available,,N/A,
367,227,0000-9999,,,Not Available,,N/A,
367,228,0000-9999,,,Not Available,,N/A,
367,229,0000-9999,,,Not Available,,N/A,
367,230,0000-9999,,,Not Available,,N/A,
367,231,0000-9999,,,Not Available,,N/A,
367,232,0000-9999,,,Not Available,,N/A,
367,233,0000-9999,,,Not Available,,N/A,
367,234,0000-9999,,,Not Available,,N/A,
367,235,0000-9999,,,Not Available,,N/A,
367,236,0000-9999,,,Not Available,,N/A,
367,237,0000-9999,,,Not Available,,N/A,
367,238,0000-9999,,,Not Available,,N/A,
367,239,0000-9999,,,Not Available,,N/A,
367,240,0000-9999,,,Not Available,,N/A,
367,241,0000-9999,,,Not Available,,N/A,
367,242,0000-9999,,,Not Available,,N/A,
367,243,0000-9999,,,Not Available,,N/A,
367,244,0000-9999,,,Not Available,,N/A,
367,245,0000-9999,,,Not Available,,N/A,
367,246,0000-9999,,,Not Available,,N/A,
367,247,0000-9999,,,Not Available,,N/A,
367,248,0000-9999,,,Not Available,,N/A,
367,249,0000-9999,,,Not Available,,N/A,
367,250,0000-9999,,,Not Available,,N/A,
367,251,0000-9999,,,Not Available,,N/A,
367,252,0000-9999,,,Not Available,,N/A,
367,253,0000-9999,,,Not Available,,N/A,
367,254,0000-9999,,,Not Available,,N/A,
367,255,0000-9999,,,Not Available,,N/A,
367,256,0000-9999,,,Not Available,,N/A,
367,257,0000-9999,,,Not Available,,N/A,
367,258,0000-9999,,,Not Available,,N/A,
367,259,0000-9999,,,Not Available,,N/A,
367,260,0000-9999,,,Not Available,,N/A,
367,261,0000-9999,,,Not Available,,N/A,
367,262,0000-9999,,,Not Available,,N/A,
367,263,0000-9999,,,Not Available,,N/A,
367,264,0000-9999,,,Not Available,,N/A,
367,265,0000-9999,,,Not Available,,N/A,
367,266,0000-9999,,,Not Available,,N/A,
367,267,0000-9999,,,Not Available,,N/A,
367,268,0000-9999,,,Not Available,,N/A,
367,269,0000-9999,,,Not Available,,N/A,
367,270,0000-9999,,,Not Available,,N/A,
367,271,0000-9999,,,Not Available,,N/A,
367,272,0000-9999,,,Not Available,,N/A,
367,273,0000-9999,,,Not Available,,N/A,
367,274,0000-9999,,,Not Available,,N/A,
367,275,0000-9999,,,Not Available,,N/A,
367,276,0000-9999,,,Not Available,,N/A,
367,277,0000-9999,,,Not Available,,N/A,
367,278,0000-9999,,,Not Available,,N/A,
367,279,0000-9999,,,Not Available,,N/A,
367,280,0000-9999,,,Not Available,,N/A,
367,281,0000-9999,,,Not Available,,N/A,
367,282,0000-9999,,,Not Available,,N/A,
367,283,0000-9999,,,Not Available,,N/A,
367,284,0000-9999,,,Not Available,,N/A,
367,285,0000-9999,,,Not Available,,N/A,
367,286,0000-9999,,,Not Available,,N/A,
367,287,0000-9999,,,Not Available,,N/A,
367,288,0000-9999,,,Not Available,,N/A,
367,289,0000-9999,,,Not Available,,N/A,
367,290,0000-9999,,,Not Available,,N/A,
367,291,0000-9999,,,Not Available,,N/A,
367,292,0000-9999,,,Not Available,,N/A,
367,293,0000-9999,,,Not Available,,N/A,
367,294,0000-9999,,,Not Available,,N/A,
367,295,0000-9999,,,Not Available,,N/A,
367,296,0000-9999,,,Not Available,,N/A,
367,297,0000-9999,,,Not Available,,N/A,
367,298,0000-9999,,,Not Available,,N/A,
367,299,0000-9999,,,Not Available,,N/A,
367,300,0000-9999,,,Not Available,,N/A,
367,301,0000-9999,,,Not Available,,N/A,
367,302,0000-9999,,,Not Available,,N/A,
367,303,0000-9999,,,Not Available,,N/A,
367,304,0000-9999,,,Not Available,,N/A,
367,305,0000-9999,,,Not Available,,N/A,
367,306,0000-9999,,,Not Available,,N/A,
367,307,0000-9999,,,Not Available,,N/A,
367,308,0000-9999,,,Not Available,,N/A,
367,309,0000-9999,,,Not Available,,N/A,
367,310,0000-9999,,,Not Available,,N/A,
367,311,0000-9999,,,Not Available,,N/A,
367,312,0000-9999,,,Not Available,,N/A,
367,313,0000-9999,,,Not Available,,N/A,
367,314,0000-9999,,,Not Available,,N/A,
367,315,0000-9999,,,Not Available,,N/A,
367,316,0000-9999,,,Not Available,,N/A,
367,317,0000-9999,,,Not Available,,N/A,
