NPA,NXX,MBI Block,Company,OCN,Status,Rate Center,Date Assigned,Remarks
,,,,,,,,2018-10-26
705,200,0000-9999,Bell Mobility,6574,In Service,Barrie,Dec 20 2010 ,
705,201,0000-9999,Bell Mobility,6574,In Service,Peterborough,Mar 14 2007 ,
705,202,0000-9999,Bell Mobility,6574,In Service,Campbellford,Nov 28 2006 ,
705,203,0000-9999,TELUS Mobility,8303,In Service,Parry Sound,Oct 20 2006 ,
705,204,0000-9999,TELUS Mobility,8303,In Service,Bracebridge,May 23 2007 ,
705,205,0000-9999,TELUS Mobility,8303,In Service,Bracebridge,Grandfathered,
705,206,0000-9999,TELUS Mobility,8303,In Service,Sault Ste. Marie,Oct 20 2006 ,
705,207,0000-9999,TELUS Mobility,8303,In Service,Sudbury,Oct 20 2006 ,
705,208,0000-9999,TELUS Mobility,8303,In Service,Algoma Mills,Oct 20 2006 ,
705,209,0000-9999,TELUS Mobility,8303,In Service,Midland,Oct 20 2006 ,
705,210,0000-9999,TELUS Mobility,8303,In Service,Gore Bay,May 18 2007 ,
705,211,0000-9999,,,Not Available,,N/A,
705,212,0000-0999,TELUS Mobility,8303,In Service,Lindsay,Mar 10 2009 ,
705,212,1000-1999,TELUS Mobility,8303,In Service,Lindsay,Mar 10 2009 ,
705,212,2000-2999,TELUS Mobility,8303,In Service,Lindsay,Mar 10 2009 ,
705,212,3000-3999,TELUS Mobility,8303,In Service,Lindsay,Mar 10 2009 ,
705,212,4000-4999,TELUS Mobility,8303,In Service,Lindsay,Mar 10 2009 ,
705,212,5000-5999,TELUS Mobility,8303,In Service,Lindsay,Mar 10 2009 ,
705,212,6000-6999,,,Available,,N/A,
705,212,7000-7999,,,Available,,N/A,
705,212,8000-8999,,,Available,,N/A,
705,212,9000-9999,,,Available,,N/A,
705,213,0000-9999,,,Available,,N/A,
705,214,0000-9999,,,Available,,N/A,
705,215,0000-9999,,,Available,,N/A,
705,216,0000-9999,,,Available,,N/A,
705,217,0000-9999,Bell Mobility,6574,In Service,North Bay,Sep  3 2015 ,
705,218,0000-9999,Bell Mobility,6574,In Service,Wawa,May 22 2014 ,
705,219,0000-9999,,,Available,,N/A,
705,220,0000-9999,,,Available,,N/A,
705,221,0000-9999,TELUS Mobility,8303,In Service,Timmins,Jun 19 2008 ,
705,222,0000-9999,,,Available,,N/A,
705,223,0000-9999,Bell Mobility,6574,In Service,Sault Ste. Marie,Mar 12 2007 ,
705,224,0000-9999,TELUS Mobility,8303,In Service,Huntsville,Jun 11 2007 ,
705,225,0000-9999,,,Available,,N/A,
705,226,0000-9999,,,Not Available,,N/A,
705,227,0000-9999,Bell Mobility,6574,In Service,Algoma Mills,Grandfathered,
705,228,0000-9999,Bell Mobility,6574,In Service,Udora,Apr 20 2007 ,
705,229,0000-9999,Bell Mobility,6574,In Service,Barrie,Nov 12 2007 ,
705,230,0000-9999,,,Available,,N/A,
705,231,0000-9999,Bell Mobility,6574,In Service,Iroquois Falls NT,Grandfathered,
705,232,0000-0999,Bell Mobility,6574,In Service,Iroquois Falls NT,Grandfathered,
705,232,1000-1999,,,Available,,N/A,
705,232,2000-2999,,,Available,,N/A,
705,232,3000-3999,Bell Mobility,6574,In Service,Iroquois Falls NT,Grandfathered,
