NPA,NXX,MBI Block,Company,OCN,Status,Rate Center,Date Assigned,Remarks
,,,,,,,,2018-10-26
514,200,0000-9999,,,Available,,N/A,
514,201,0000-9999,Bell Mobility,6574,In Service,Montreal,Oct  4 2006 ,
514,202,0000-9999,Bell Mobility,6574,In Service,Montreal,Oct  4 2006 ,
514,203,0000-9999,Bell Mobility,6574,In Service,Montreal,Oct  4 2006 ,
514,204,0000-9999,Bell Mobility,6574,In Service,Montreal,Oct  4 2006 ,
514,205,0000-9999,Bell Mobility,6574,In Service,Montreal,Mar  5 2007 ,
514,206,0000-9999,Bell Mobility,6574,In Service,Montreal,Grandfathered,
514,207,0000-9999,Bell Mobility,6574,In Service,Montreal,Grandfathered,
514,208,0000-9999,Bell Mobility,6574,In Service,Montreal,Grandfathered,
514,209,0000-9999,Bell Mobility,6574,In Service,Montreal,Grandfathered,
514,210,0000-9999,Bell Mobility,6574,In Service,Montreal,Grandfathered,
514,211,0000-9999,,,Not Available,,N/A,
514,212,0000-9999,Bell Mobility,6574,In Service,Montreal,Grandfathered,
514,213,0000-9999,Bell Mobility,6574,In Service,Montreal,Grandfathered,
514,214,0000-9999,Bell Mobility,6574,In Service,Montreal,Grandfathered,
514,215,0000-9999,TELUS Mobility,8303,In Service,Montreal,Dec 20 2007 ,
514,216,0000-9999,Bell Mobility,6574,In Service,Montreal,Grandfathered,
514,217,0000-9999,Bell Mobility,6574,In Service,Montreal,Grandfathered,
514,218,0000-0999,,,Available,,N/A,
514,218,1000-1999,,,Available,,N/A,
514,218,2000-2999,,,Available,,N/A,
514,218,3000-3999,,,Available,,N/A,
514,218,4000-4999,,,Available,,N/A,
514,218,5000-5999,,,Available,,N/A,
514,218,6000-6999,,,Available,,N/A,
514,218,7000-7999,Bell Mobility,6574,In Service,Montreal,Grandfathered,
514,218,8000-8999,,,Available,,N/A,
514,218,9000-9999,,,Available,,N/A,
514,219,0000-9999,Bell Mobility,6574,In Service,Montreal,Grandfathered,
514,220,0000-9999,Bell Mobility,6574,In Service,Montreal,Grandfathered,
514,221,0000-9999,TELUS Mobility,8303,In Service,Montreal,Nov  5 2007 ,
514,222,0000-9999,TELUS Mobility,8303,In Service,Montreal,Grandfathered,
