NPA,NXX,MBI Block,Company,OCN,Status,Rate Center,Date Assigned,Remarks
,,,,,,,,2018-10-26
819,200,0000-9999,,,Available,,N/A,
819,201,0000-9999,,,Available,,N/A,
819,202,0000-9999,,,Available,,N/A,
819,203,0000-9999,Bell Mobility,6574,In Service,Mont-Laurier,Oct 17 2006 ,
819,204,0000-9999,,,Available,,N/A,
819,205,0000-9999,,,Available,,N/A,
819,206,0000-9999,,,Available,,N/A,
819,207,0000-9999,,,Not Available,,N/A,
819,208,0000-9999,TELUS Mobility,8303,In Service,Ottawa-Hull,Grandfathered,
819,209,0000-9999,TELUS Mobility,8303,In Service,Ottawa-Hull,Oct 10 2008 ,
819,210,0000-9999,TELUS Mobility,8303,In Service,Ottawa-Hull,Grandfathered,
819,211,0000-9999,,,Not Available,,N/A,
819,212,0000-9999,Bell Mobility,6574,In Service,Sherbrooke,Grandfathered,
819,213,0000-9999,TELUS Mobility,8303,In Service,Ottawa-Hull,Grandfathered,
819,214,0000-9999,TELUS Mobility,8303,In Service,Lac-Megantic,Oct 20 2006 ,
819,215,0000-9999,TELUS Mobility,8303,In Service,Maniwaki,Oct 20 2006 ,
819,216,0000-9999,TELUS Mobility,8303,In Service,Ste-Agathe,Grandfathered,
819,217,0000-9999,TELUS Mobility,8303,In Service,Ste-Agathe,Grandfathered,
819,218,0000-9999,TELUS Mobility,8303,In Service,Amos,Aug 28 2007 ,
819,219,0000-9999,Bell Mobility,6574,In Service,Trois-Rivieres,Jul 31 2018 ,
819,220,0000-9999,Bell Mobility,6574,In Service,Temiscaming,Oct 13 2006 ,
819,221,0000-9999,TELUS Mobility,8303,In Service,Ottawa-Hull,Jan 31 2007 ,
819,222,0000-9999,TELUS Mobility,8303,In Service,Ottawa-Hull,Jan 31 2007 ,
819,223,0000-9999,,,Available,,N/A,
819,224,0000-0999,,,Available,,N/A,
819,224,1000-1999,,,Available,,N/A,
819,224,2000-2999,,,Available,,N/A,
819,224,3000-3999,Bell Mobility,6574,In Service,Matagami,Apr 23 2014 ,
819,224,4000-4999,Bell Mobility,6574,In Service,Matagami,Apr 23 2014 ,
819,224,5000-5999,Bell Mobility,6574,In Service,Matagami,Apr 23 2014 ,
819,224,6000-6999,,,Available,,N/A,
819,224,7000-7999,,,Available,,N/A,
819,224,8000-8999,,,Available,,N/A,
819,224,9000-9999,,,Available,,N/A,
819,225,0000-9999,,,Available,,N/A,
819,226,0000-9999,Bell Mobility,6574,In Service,Amos,Dec  2 2015 ,
819,227,0000-9999,,,Available,,N/A,
819,228,0000-9999,TELUS Mobility,8303,In Service,Trois-Rivieres,Jan 31 2007 ,
819,229,0000-9999,TELUS Mobility,8303,In Service,Trois-Rivieres,Jan 31 2007 ,
819,230,0000-9999,Bell Mobility,6574,In Service,Ottawa-Hull,Feb 26 2010 ,
819,231,0000-9999,,,Available,,N/A,
819,232,0000-9999,,,Available,,N/A,
819,233,0000-9999,,,Available,,N/A,
819,234,0000-9999,,,Available,,N/A,
819,235,0000-9999,,,Available,,N/A,
819,236,0000-9999,,,Available,,N/A,
819,237,0000-9999,Bell Mobility,6574,In Service,Lac-Megantic,Grandfathered,
819,238,0000-9999,Bell Mobility,6574,In Service,Sherbrooke,Jun  9 2010 ,
819,239,0000-9999,Bell Mobility,6574,In Service,Sherbrooke,May 22 2007 ,
819,240,0000-9999,,,Available,,N/A,
819,241,0000-9999,,,Available,,N/A,
819,242,0000-9999,,,Available,,N/A,
819,243,0000-9999,Bell Mobility,6574,In Service,Ottawa-Hull,Oct  4 2006 ,
819,244,0000-9999,Bell Mobility,6574,In Service,Trois-Rivieres,Grandfathered,
819,245,0000-9999,,,Available,,N/A,
819,246,0000-9999,Bell Mobility,6574,In Service,Lac-Megantic,Nov 14 2006 ,
819,247,0000-9999,Bell Mobility,6574,In Service,Shawinigan,Grandfathered,
819,248,0000-9999,,,Available,,N/A,
819,249,0000-9999,,,Not Available,,N/A,
819,250,0000-9999,Bell Mobility,6574,In Service,La Sarre,Sep 14 2016 ,
819,251,0000-9999,,,Available,,N/A,
819,252,0000-9999,Bell Mobility,6574,In Service,Sherbrooke,Nov 27 2012 ,
819,253,0000-9999,,,Available,,N/A,
819,254,0000-9999,TELUS Mobility,8303,In Service,Sherbrooke,Jan 31 2007 ,
819,255,0000-9999,TELUS Mobility,8303,In Service,Sherbrooke,Jan 31 2007 ,
819,256,0000-9999,,,Available,,N/A,
819,257,0000-9999,,,Not Available,,N/A,
819,258,0000-9999,,,Available,,N/A,
819,259,0000-9999,,,Available,,N/A,
819,260,0000-0999,TELUS Mobility,8303,In Service,Arthabaska,Mar 12 2009 ,
819,260,1000-1999,TELUS Mobility,8303,In Service,Arthabaska,Mar 12 2009 ,
819,260,2000-2999,TELUS Mobility,8303,In Service,Arthabaska,Mar 12 2009 ,
819,260,3000-3999,TELUS Mobility,8303,In Service,Arthabaska,Mar 12 2009 ,
819,260,4000-4999,TELUS Mobility,8303,In Service,Arthabaska,Mar 12 2009 ,
819,260,5000-5999,,,Available,,N/A,
819,260,6000-6999,,,Available,,N/A,
819,260,7000-7999,,,Available,,N/A,
819,260,8000-8999,,,Available,,N/A,
819,260,9000-9999,,,Available,,N/A,
819,261,0000-9999,,,Available,,N/A,
819,262,0000-9999,,,Available,,N/A,
819,263,0000-9999,,,Available,,N/A,
819,264,0000-9999,,,Available,,N/A,
819,265,0000-9999,,,Available,,N/A,
819,266,0000-9999,Bell Mobility,6574,In Service,Trois-Rivieres,Sep 22 2008 ,
819,267,0000-9999,,,Available,,N/A,
819,268,0000-0999,Bell Mobility,6574,In Service,Waswanipi,Feb 18 2014 ,
819,268,1000-1999,Bell Mobility,6574,In Service,Waswanipi,Feb 18 2014 ,
819,268,2000-2999,Bell Mobility,6574,In Service,Waswanipi,Feb 18 2014 ,
819,268,3000-3999,,,Available,,N/A,
819,268,4000-4999,,,Available,,N/A,
819,268,5000-5999,,,Available,,N/A,
819,268,6000-6999,,,Available,,N/A,
819,268,7000-7999,,,Available,,N/A,
819,268,8000-8999,Bell Mobility,6574,In Service,Saint-Paulin,Jun  3 2013 ,
819,268,9000-9999,Bell Mobility,6574,In Service,Saint-Paulin,Jan 29 2015 ,
819,269,0000-9999,Bell Mobility,6574,In Service,Trois-Rivieres,Grandfathered,
819,270,0000-9999,TELUS Mobility,8303,In Service,Val-D'Or,Nov  3 2006 ,
819,271,0000-9999,Bell Mobility,6574,In Service,Ottawa-Hull,Sep  5 2008 ,
819,272,0000-9999,,,Available,,N/A,
819,273,0000-9999,,,Not Available,,N/A,
819,274,0000-9999,,,Available,,N/A,
819,275,0000-9999,TELUS Mobility,8303,In Service,St-Jovite,Mar 27 2007 ,
819,276,0000-9999,,,Available,,N/A,
819,277,0000-9999,Bell Mobility,6574,In Service,Rouyn-Noranda,Grandfathered,
819,278,0000-0999,,,Available,,N/A,
819,278,1000-1999,Bell Mobility,6574,In Service,Nominingue,Grandfathered,
819,278,2000-2999,Bell Mobility,6574,In Service,Nominingue,Grandfathered,
819,278,3000-3999,,,Available,,N/A,
819,278,4000-4999,Bell Mobility,6574,In Service,Fabre,Mar 18 2013 ,
819,278,5000-5999,Bell Mobility,6574,In Service,Nominingue,Grandfathered,
819,278,6000-6999,,,Available,,N/A,
819,278,7000-7999,Bell Mobility,6574,In Service,Nominingue,Grandfathered,
819,278,8000-8999,Bell Mobility,6574,In Service,Nominingue,Grandfathered,
819,278,9000-9999,Bell Mobility,6574,In Service,Nominingue,Grandfathered,
819,279,0000-0999,,,Available,,N/A,
819,279,1000-1999,Bell Mobility,6574,In Service,Evain,Grandfathered,
819,279,2000-2999,,,Available,,N/A,
819,279,3000-3999,Bell Mobility,6574,In Service,Evain,Grandfathered,
819,279,4000-4999,TELUS Mobility,8303,In Service,Evain,Grandfathered,
819,279,5000-5999,TELUS Mobility,8303,In Service,Evain,Grandfathered,
819,279,6000-6999,TELUS Mobility,8303,In Service,Evain,Grandfathered,
