NPA,NXX,MBI Block,Company,OCN,Status,Rate Center,Date Assigned,Remarks
,,,,,,,,2018-10-26
519,200,0000-9999,,,Available,,N/A,
519,201,0000-9999,TELUS Mobility,8303,In Service,Owen Sound,Jan 31 2007 ,
519,202,0000-9999,TELUS Mobility,8303,In Service,London,Jan 31 2007 ,
519,203,0000-9999,TELUS Mobility,8303,In Service,London,Jan 31 2007 ,
519,204,0000-9999,,,Available,,N/A,
519,205,0000-9999,,,Available,,N/A,
519,206,0000-9999,,,Available,,N/A,
519,207,0000-9999,,,Available,,N/A,
519,208,0000-9999,,,Available,,N/A,
519,209,0000-9999,,,Available,,N/A,
519,210,0000-9999,,,Available,,N/A,
519,211,0000-9999,,,Not Available,,N/A,
519,212,0000-9999,,,Available,,N/A,
519,213,0000-9999,,,Available,,N/A,
519,214,0000-9999,,,Available,,N/A,
519,215,0000-9999,,,Available,,N/A,
519,216,0000-9999,TELUS Mobility,8303,In Service,Orangeville,Grandfathered,
519,217,0000-9999,Bell Mobility,6574,In Service,Hespeler,Nov  6 2013 ,
519,218,0000-9999,,,Available,,N/A,
519,219,0000-9999,,,Available,,N/A,
519,220,0000-0999,,,Available,,N/A,
519,220,1000-1999,,,Available,,N/A,
519,220,2000-2999,,,Available,,N/A,
519,220,3000-3999,,,Available,,N/A,
519,220,4000-4999,,,Available,,N/A,
519,220,5000-5999,,,Available,,N/A,
519,220,6000-6999,,,Available,,N/A,
519,220,7000-7999,,,Available,,N/A,
519,220,8000-8999,TELUS Mobility,8303,In Service,Hespeler,Grandfathered,
519,220,9000-9999,TELUS Mobility,8303,In Service,Hespeler,Grandfathered,
519,221,0000-9999,TELUS Mobility,8303,In Service,Hespeler,Grandfathered,
519,222,0000-9999,TELUS Mobility,8303,In Service,Hespeler,Grandfathered,
519,223,0000-9999,TELUS Mobility,8303,In Service,Hespeler,Grandfathered,
519,224,0000-9999,,,Available,,N/A,
519,225,0000-9999,,,Available,,N/A,
519,226,0000-9999,,,Not Available,,N/A,
519,227,0000-9999,,,Available,,N/A,
519,228,0000-9999,,,Available,,N/A,
519,229,0000-9999,,,Available,,N/A,
519,230,0000-0999,TELUS Mobility,8303,In Service,Hespeler,Mar 16 2007 ,
519,230,1000-1999,TELUS Mobility,8303,In Service,Hespeler,Mar 16 2007 ,
519,230,2000-2999,TELUS Mobility,8303,In Service,Hespeler,Mar 16 2007 ,
519,230,3000-3999,TELUS Mobility,8303,In Service,Hespeler,Mar 16 2007 ,
519,230,4000-4999,TELUS Mobility,8303,In Service,Hespeler,Mar 16 2007 ,
519,230,5000-5999,TELUS Mobility,8303,In Service,Hespeler,Mar 16 2007 ,
519,230,6000-6999,TELUS Mobility,8303,In Service,Hespeler,Mar 16 2007 ,
519,230,7000-7999,TELUS Mobility,8303,In Service,Hespeler,Mar 16 2007 ,
519,230,8000-8999,TELUS Mobility,8303,In Service,Hespeler,Mar 16 2007 ,
519,230,9000-9999,Bell Mobility,6574,In Service,Hespeler,Grandfathered,
519,231,0000-9999,Bell Mobility,6574,In Service,Aylmer,Dec 12 2006 ,
519,232,0000-9999,,,Available,,N/A,
519,233,0000-9999,,,Available,,N/A,
519,234,0000-9999,,,Available,,N/A,
519,235,0000-9999,Bell Mobility,6574,In Service,Kitchener-Waterloo,Jan  8 2013 ,
519,236,0000-9999,,,Available,,N/A,
519,237,0000-9999,,,Available,,N/A,
519,238,0000-9999,,,Available,,N/A,
519,239,0000-0999,Bell Mobility,6574,In Service,Hespeler,Grandfathered,
519,239,1000-1999,,,Available,,N/A,
519,239,2000-2999,,,Available,,N/A,
519,239,3000-3999,Bell Mobility,6574,In Service,Hespeler,Grandfathered,
519,239,4000-4999,Bell Mobility,6574,In Service,Hespeler,Grandfathered,
519,239,5000-5999,Bell Mobility,6574,In Service,Hespeler,Grandfathered,
519,239,6000-6999,TELUS Mobility,8303,In Service,Hespeler,Grandfathered,
519,239,7000-7999,Bell Mobility,6574,In Service,Hespeler,Grandfathered,
519,239,8000-8999,Bell Mobility,6574,In Service,Hespeler,Grandfathered,
519,239,9000-9999,Bell Mobility,6574,In Service,Hespeler,Grandfathered,
519,240,0000-9999,Bell Mobility,6574,In Service,Hespeler,Grandfathered,
519,241,0000-9999,Bell Mobility,6574,In Service,Hespeler,Feb 28 2013 ,
519,242,0000-0999,Bell Mobility,6574,In Service,Hespeler,Grandfathered,
519,242,1000-1999,Bell Mobility,6574,In Service,Hespeler,Jun 27 2007 ,
519,242,2000-2999,Bell Mobility,6574,In Service,Hespeler,Jun 27 2007 ,
519,242,3000-3999,Bell Mobility,6574,In Service,Hespeler,Grandfathered,
519,242,4000-4999,Bell Mobility,6574,In Service,Hespeler,Grandfathered,
519,242,5000-5999,Bell Mobility,6574,In Service,Hespeler,Grandfathered,
519,242,6000-6999,Bell Mobility,6574,In Service,Hespeler,Grandfathered,
519,242,7000-7999,Bell Mobility,6574,In Service,Hespeler,Grandfathered,
519,242,8000-8999,Bell Mobility,6574,In Service,Hespeler,Grandfathered,
519,242,9000-9999,Bell Mobility,6574,In Service,Hespeler,Grandfathered,
519,243,0000-9999,,,Available,,N/A,
519,244,0000-0999,,,Available,,N/A,
519,244,1000-1999,,,Available,,N/A,
519,244,2000-2999,,,Available,,N/A,
519,244,3000-3999,,,Available,,N/A,
519,244,4000-4999,TELUS Mobility,8303,In Service,Hespeler,Nov 19 2007 ,
519,244,5000-5999,,,Available,,N/A,
519,244,6000-6999,,,Available,,N/A,
519,244,7000-7999,TELUS Mobility,8303,In Service,Hespeler,Grandfathered,
519,244,8000-8999,,,Available,,N/A,
519,244,9000-9999,,,Available,,N/A,
519,245,0000-9999,,,Available,,N/A,
519,246,0000-9999,,,Available,,N/A,
519,247,0000-9999,,,Available,,N/A,
519,248,0000-9999,Bell Mobility,6574,In Service,Hespeler,Oct  4 2006 ,
519,249,0000-0999,,,Available,,N/A,
519,249,1000-1999,,,Available,,N/A,
519,249,2000-2999,,,Available,,N/A,
519,249,3000-3999,,,Available,,N/A,
519,249,4000-4999,Bell Mobility,6574,In Service,Hespeler,Grandfathered,
519,249,5000-5999,,,Available,,N/A,
519,249,6000-6999,TELUS Mobility,8303,In Service,Hespeler,Grandfathered,
519,249,7000-7999,,,Available,,N/A,
519,249,8000-8999,,,Available,,N/A,
519,249,9000-9999,Bell Mobility,6574,In Service,Hespeler,Grandfathered,
519,250,0000-9999,Bell Mobility,6574,In Service,Windsor,Nov 30 2006 ,
519,251,0000-0999,,,Available,,N/A,
519,251,1000-1999,,,Available,,N/A,
519,251,2000-2999,,,Available,,N/A,
519,251,3000-3999,,,Available,,N/A,
519,251,4000-4999,,,Available,,N/A,
519,251,5000-5999,,,Available,,N/A,
519,251,6000-6999,Bell Mobility,6574,In Service,Windsor,Grandfathered,
519,251,7000-7999,,,Available,,N/A,
519,251,8000-8999,Bell Mobility,6574,In Service,Windsor,Grandfathered,
519,251,9000-9999,Bell Mobility,6574,In Service,Windsor,Grandfathered,
519,252,0000-9999,Bell Mobility,6574,In Service,Windsor,Mar 22 2012 ,
519,253,0000-9999,TELUS Mobility,8303,In Service,Windsor,Nov 10 2009 ,
