NPA,NXX,MBI Block,Company,OCN,Status,Rate Center,Date Assigned,Remarks
,,,,,,,,2018-10-26
438,200,0000-9999,,,Available,,N/A,
438,201,0000-9999,,,Available,,N/A,
438,202,0000-9999,,,Available,,N/A,
438,203,0000-9999,,,Available,,N/A,
438,204,0000-9999,,,Available,,N/A,
438,205,0000-9999,,,Available,,N/A,
438,206,0000-9999,,,Available,,N/A,
438,207,0000-9999,,,Available,,N/A,
438,208,0000-9999,,,Available,,N/A,
438,209,0000-9999,,,Available,,N/A,
438,210,0000-9999,,,Not Available,,N/A,
438,211,0000-9999,,,Not Available,,N/A,
438,212,0000-9999,,,Available,,N/A,
438,213,0000-9999,,,Available,,N/A,
438,214,0000-9999,,,Available,,N/A,
438,215,0000-9999,,,Available,,N/A,
438,216,0000-9999,,,Available,,N/A,
438,217,0000-9999,,,Available,,N/A,
438,218,0000-9999,,,Not Available,,N/A,
438,219,0000-9999,,,Not Available,,N/A,
438,220,0000-9999,,,Available,,N/A,
438,221,0000-9999,,,Available,,N/A,
438,222,0000-9999,,,Available,,N/A,
438,223,0000-9999,,,Available,,N/A,
438,224,0000-9999,,,Not Available,,N/A,
438,225,0000-9999,,,Available,,N/A,
438,226,0000-9999,,,Available,,N/A,
438,227,0000-9999,,,Available,,N/A,
438,228,0000-9999,,,Available,,N/A,
438,229,0000-9999,,,Available,,N/A,
438,230,0000-9999,,,Not Available,,N/A,
438,231,0000-9999,,,Not Available,,N/A,
438,232,0000-9999,,,Not Available,,N/A,
438,233,0000-9999,,,Available,,N/A,
438,234,0000-9999,,,Not Available,,N/A,
438,235,0000-9999,,,Not Available,,N/A,
438,236,0000-9999,,,Not Available,,N/A,
438,237,0000-9999,,,Not Available,,N/A,
438,238,0000-9999,,,Available,,N/A,
438,239,0000-9999,,,Available,,N/A,
438,240,0000-9999,,,Available,,N/A,
438,241,0000-9999,,,Available,,N/A,
438,242,0000-9999,,,Available,,N/A,
438,243,0000-9999,,,Available,,N/A,
438,244,0000-9999,,,Available,,N/A,
438,245,0000-9999,,,Not Available,,N/A,
438,246,0000-9999,,,Not Available,,N/A,
438,247,0000-9999,,,Not Available,,N/A,
438,248,0000-9999,,,Available,,N/A,
438,249,0000-9999,,,Not Available,,N/A,
438,250,0000-9999,,,Not Available,,N/A,
438,251,0000-9999,,,Not Available,,N/A,
438,252,0000-9999,,,Not Available,,N/A,
438,253,0000-9999,,,Not Available,,N/A,
438,254,0000-9999,,,Not Available,,N/A,
438,255,0000-9999,,,Not Available,,N/A,
438,256,0000-9999,,,Not Available,,N/A,
438,257,0000-9999,,,Available,,N/A,
438,258,0000-9999,,,Available,,N/A,
438,259,0000-9999,,,Available,,N/A,
438,260,0000-9999,,,Not Available,,N/A,
438,261,0000-9999,,,Not Available,,N/A,
438,262,0000-9999,,,Not Available,,N/A,
438,263,0000-9999,,,Not Available,,N/A,
438,264,0000-9999,Bell Mobility,6574,In Service,Montreal,Jul 13 2014 ,
438,265,0000-9999,,,Available,,N/A,
438,266,0000-9999,Bell Mobility,6574,In Service,Montreal,Jul 13 2014 ,
438,267,0000-9999,,,Not Available,,N/A,
438,268,0000-9999,,,Not Available,,N/A,
438,269,0000-9999,,,Not Available,,N/A,
438,270,0000-9999,,,Not Available,,N/A,
438,271,0000-9999,,,Not Available,,N/A,
438,272,0000-9999,,,Not Available,,N/A,
438,273,0000-9999,,,Not Available,,N/A,
438,274,0000-9999,Bell Mobility,6574,In Service,Montreal,Oct 29 2007 ,
438,275,0000-9999,Bell Mobility,6574,In Service,Montreal,Oct 29 2007 ,
438,276,0000-9999,Bell Mobility,6574,In Service,Montreal,Dec 21 2007 ,
