NPA,NXX,MBI Block,Company,OCN,Status,Rate Center,Date Assigned,Remarks
,,,,,,,,2018-10-26
365,200,0000-9999,,,Available,,N/A,
365,201,0000-9999,,,Available,,N/A,
365,202,0000-9999,,,Available,,N/A,
365,203,0000-9999,,,Available,,N/A,
365,204,0000-9999,,,Available,,N/A,
365,205,0000-9999,,,Available,,N/A,
365,206,0000-9999,,,Available,,N/A,
365,207,0000-9999,,,Available,,N/A,
365,208,0000-9999,,,Available,,N/A,
365,209,0000-9999,,,Available,,N/A,
365,210,0000-9999,,,Available,,N/A,
365,211,0000-9999,,,Not Available,,N/A,
365,212,0000-9999,,,Available,,N/A,
365,213,0000-9999,,,Not Available,,N/A,
365,214,0000-9999,,,Available,,N/A,
365,215,0000-9999,,,Available,,N/A,
365,216,0000-9999,,,Available,,N/A,
365,217,0000-9999,,,Available,,N/A,
365,218,0000-9999,,,Available,,N/A,
365,219,0000-9999,,,Available,,N/A,
365,220,0000-9999,,,Available,,N/A,
365,221,0000-9999,,,Available,,N/A,
365,222,0000-9999,,,Available,,N/A,
365,223,0000-9999,,,Not Available,,N/A,
365,224,0000-9999,,,Not Available,,N/A,
365,225,0000-9999,,,Available,,N/A,
365,226,0000-9999,,,Not Available,,N/A,
365,227,0000-9999,,,Not Available,,N/A,
365,228,0000-9999,,,Available,,N/A,
365,229,0000-9999,,,Not Available,,N/A,
365,230,0000-9999,,,Available,,N/A,
365,231,0000-9999,,,Available,,N/A,
365,232,0000-9999,,,Not Available,,N/A,
365,233,0000-9999,,,Not Available,,N/A,
365,234,0000-9999,,,Not Available,,N/A,
365,235,0000-9999,,,Available,,N/A,
365,236,0000-9999,,,Available,,N/A,
365,237,0000-9999,,,Available,,N/A,
365,238,0000-9999,,,Available,,N/A,
365,239,0000-9999,,,Available,,N/A,
365,240,0000-9999,,,Available,,N/A,
365,241,0000-9999,,,Available,,N/A,
365,242,0000-9999,,,Available,,N/A,
365,243,0000-9999,,,Available,,N/A,
365,244,0000-9999,,,Not Available,,N/A,
365,245,0000-9999,,,Available,,N/A,
365,246,0000-9999,,,Available,,N/A,
365,247,0000-9999,,,Available,,N/A,
365,248,0000-9999,,,Available,,N/A,
365,249,0000-9999,,,Not Available,,N/A,
365,250,0000-9999,,,Available,,N/A,
365,251,0000-9999,,,Available,,N/A,
365,252,0000-9999,,,Available,,N/A,
365,253,0000-9999,,,Available,,N/A,
365,254,0000-9999,,,Available,,N/A,
365,255,0000-9999,,,Available,,N/A,
365,256,0000-9999,,,Not Available,,N/A,
365,257,0000-9999,,,Not Available,,N/A,
365,258,0000-9999,,,Not Available,,N/A,
365,259,0000-9999,,,Not Available,,N/A,
365,260,0000-9999,,,Available,,N/A,
365,261,0000-9999,,,Not Available,,N/A,
365,262,0000-9999,,,Not Available,,N/A,
365,263,0000-9999,,,Not Available,,N/A,
