NPA,NXX,MBI Block,Company,OCN,Status,Rate Center,Date Assigned,Remarks
,,,,,,,,2018-10-26
289,200,0000-9999,,,Available,,N/A,
289,201,0000-9999,Bell Mobility,6574,In Service,Hamilton,Mar  3 2014 ,
289,202,0000-9999,,,Available,,N/A,
289,203,0000-9999,,,Available,,N/A,
289,204,0000-9999,,,Available,,N/A,
289,205,0000-9999,,,Available,,N/A,
289,206,0000-9999,,,Available,,N/A,
289,207,0000-9999,,,Available,,N/A,
289,208,0000-9999,,,Available,,N/A,
289,209,0000-9999,,,Available,,N/A,
289,210,0000-9999,,,Available,,N/A,
289,211,0000-9999,,,Not Available,,N/A,
289,212,0000-9999,,,Available,,N/A,
289,213,0000-9999,Bell Mobility,6574,In Service,St. Catharines-Thorold,Grandfathered,
289,214,0000-9999,Bell Mobility,6574,In Service,St. Catharines-Thorold,Sep 22 2008 ,
289,215,0000-9999,Bell Mobility,6574,In Service,Cobourg,Oct 29 2008 ,
289,216,0000-9999,Bell Mobility,6574,In Service,Milton,Jul 13 2014 ,
289,217,0000-9999,,,Available,,N/A,
289,218,0000-9999,,,Available,,N/A,
289,219,0000-9999,Bell Mobility,6574,In Service,St. Catharines-Thorold,Oct  6 2010 ,
289,220,0000-9999,Bell Mobility,6574,In Service,Milton,Dec 11 2014 ,
289,221,0000-9999,,,Available,,N/A,
289,222,0000-9999,,,Available,,N/A,
289,223,0000-9999,,,Available,,N/A,
289,224,0000-9999,,,Available,,N/A,
289,225,0000-9999,,,Available,,N/A,
289,226,0000-9999,,,Available,,N/A,
289,227,0000-9999,,,Available,,N/A,
289,228,0000-9999,TELUS Mobility,8303,In Service,St. Catharines-Thorold,Grandfathered,
289,229,0000-9999,,,Available,,N/A,
289,230,0000-9999,TELUS Mobility,8303,In Service,Burlington,Feb 19 2010 ,
289,231,0000-9999,,,Available,,N/A,
289,232,0000-9999,,,Available,,N/A,
289,233,0000-9999,TELUS Mobility,8303,In Service,Brampton,Sep  2 2009 ,
289,234,0000-9999,,,Available,,N/A,
289,235,0000-9999,,,Available,,N/A,
289,236,0000-9999,,,Available,,N/A,
289,237,0000-9999,,,Available,,N/A,
289,238,0000-9999,,,Available,,N/A,
289,239,0000-9999,,,Available,,N/A,
289,240,0000-9999,TELUS Mobility,8303,In Service,Oshawa,Oct 26 2006 ,
289,241,0000-9999,,,Available,,N/A,
289,242,0000-9999,,,Available,,N/A,
289,243,0000-9999,,,Available,,N/A,
289,244,0000-9999,,,Available,,N/A,
289,245,0000-9999,,,Available,,N/A,
289,246,0000-9999,,,Available,,N/A,
289,247,0000-9999,,,Available,,N/A,
289,248,0000-9999,,,Available,,N/A,
289,249,0000-9999,,,Not Available,,N/A,
289,250,0000-9999,,,Available,,N/A,
289,251,0000-9999,,,Available,,N/A,
289,252,0000-9999,Bell Mobility,6574,In Service,Cobourg,Mar  1 2007 ,
289,253,0000-9999,Bell Mobility,6574,In Service,Hamilton,Sep  5 2008 ,
289,254,0000-9999,,,Available,,N/A,
289,255,0000-9999,Bell Mobility,6574,In Service,Ajax-Pickering,Feb 27 2013 ,
289,256,0000-9999,,,Available,,N/A,
289,257,0000-9999,Bell Mobility,6574,In Service,Niagara Falls,Grandfathered,
289,258,0000-9999,,,Available,,N/A,
289,259,0000-9999,Bell Mobility,6574,In Service,Oakville,Grandfathered,
