NPA,NXX,MBI Block,Company,OCN,Status,Rate Center,Date Assigned,Remarks
,,,,,,,,2018-10-26
437,200,0000-9999,TELUS Mobility,8303,In Service,Toronto,Sep 26 2016 ,
437,201,0000-9999,TELUS Mobility,8303,In Service,Toronto,Sep 26 2016 ,
437,202,0000-9999,TELUS Mobility,8303,In Service,Toronto,Sep 26 2016 ,
437,203,0000-9999,TELUS Mobility,8303,In Service,Toronto,Sep 26 2016 ,
437,204,0000-9999,TELUS Mobility,8303,In Service,Toronto,Sep 26 2016 ,
437,205,0000-9999,TELUS Mobility,8303,In Service,Toronto,Sep 26 2016 ,
437,206,0000-9999,TELUS Mobility,8303,In Service,Toronto,Sep 26 2016 ,
437,207,0000-9999,TELUS Mobility,8303,In Service,Toronto,Sep 26 2016 ,
437,208,0000-9999,TELUS Mobility,8303,In Service,Toronto,Sep 26 2016 ,
437,209,0000-9999,TELUS Mobility,8303,In Service,Toronto,Sep 26 2016 ,
437,210,0000-9999,,,Not Available,,N/A,
437,211,0000-9999,,,Not Available,,N/A,
437,212,0000-9999,,,Not Available,,N/A,
437,213,0000-9999,,,Available,,N/A,
437,214,0000-9999,,,Available,,N/A,
437,215,0000-9999,,,Available,,N/A,
437,216,0000-9999,,,Available,,N/A,
437,217,0000-9999,,,Available,,N/A,
437,218,0000-9999,,,Available,,N/A,
437,219,0000-9999,,,Available,,N/A,
437,220,0000-9999,,,Available,,N/A,
437,221,0000-9999,,,Available,,N/A,
437,222,0000-9999,,,Available,,N/A,
437,223,0000-9999,,,Available,,N/A,
437,224,0000-9999,,,Available,,N/A,
437,225,0000-9999,,,Available,,N/A,
437,226,0000-9999,,,Available,,N/A,
437,227,0000-9999,,,Available,,N/A,
437,228,0000-9999,,,Available,,N/A,
437,229,0000-9999,,,Available,,N/A,
437,230,0000-9999,,,Available,,N/A,
437,231,0000-9999,,,Available,,N/A,
437,232,0000-9999,,,Available,,N/A,
437,233,0000-9999,,,Available,,N/A,
437,234,0000-9999,,,Available,,N/A,
437,235,0000-9999,,,Available,,N/A,
437,236,0000-9999,,,Available,,N/A,
437,237,0000-9999,,,Available,,N/A,
437,238,0000-9999,,,Available,,N/A,
437,239,0000-9999,,,Available,,N/A,
437,240,0000-9999,,,Available,,N/A,
437,241,0000-9999,,,Available,,N/A,
